_id , fermi1fhl_name , other_name , Association , RA , Dec , LII , BII,Flux (E>10 GeV),Spectral index,Sqrt(TS),Flux Density,Energy Flux,Pivot Energy,Flux10-30GeV,Errors on Flux10-30GeV,Flux30-100GeV,Errors on Flux30-100GeV,Flux100-500GeV,Errors on Flux100-500GeV,Sqrt(TS)10-30GeV,Sqrt(TS)30-100GeV,Sqrt(TS)100-500GeV,Class,Z,TeV Assoc.,Tev Flag,Variability,Sed Class,Ext name
57 , 1FHL J0221.1+3555 , 2FGL J0221.0+3555 , S4 0218+35 , 35.2935 , 35.9258 , 142.62 , -23.49 , (20.61±5.01) e-11 , 2.285 ± 0.346 , 9.18 , (4.87±1.18) e-12 , (10.07±3.86) e-12 , 21.0406 , 1.84e-10 , -4.306e-11 +5.032e-11 , 2.40e-11 , -1.335e-11 +2.053e-11 , < 4.54e-11 , - , 9.53 , 3.45 , 0 , bzq , 0.944 , , N , 1 , - , 
58 , 1FHL J0222.6+4302 , 2FGL J0222.6+4302 , 3C 66A , 35.6688 , 43.0352 , 140.14 , -16.77 , (19.57±1.43) e-10 , 2.1962 ± 0.1003 , 40.41 , (41.71±3.04) e-12 , (10.34±1.21) e-11 , 22.0253 , 1.44e-9 , -1.191e-10 +1.258e-10 , 4.17e-10 , -6.101e-11 +6.755e-11 , 6.81e-11 , -2.406e-11 +3.142e-11 , 33.72 , 19.95 , 8.22 , BZB , 0 , 3C 66A , P , 5 , ISP , 
59 , 1FHL J0237.5-3603 , 2FGL J0237.5-3603 , RBS 0334 , 39.3823 , -36.0623 , 241.19 , -65.81 , (6.01±2.71) e-11 , 1.126 ± 0.4185 , 5.79 , (2.64±1.19) e-13 , (10.54±6.87) e-12 , 59.0088 , < 3.66e-11 , - , 4.50e-11 , -1.899e-11 +2.647e-11 , 1.26e-11 , -8.867e-12 +1.724e-11 , 0 , 5.86 , 3.16 , bzb , 0 , , N , 1 , HSP , 
60 , 1FHL J0238.6-3117 , 2FGL J0238.6-3117 , 1RXS J023832.6-311658 , 39.6566 , -31.2836 , 229.45 , -66.31 , (8.24±3.41) e-11 , 2.5128 ± 0.666 , 4.45 , (2.44±1.01) e-12 , (3.38±2.09) e-12 , 19.1716 , 6.45e-11 , -2.599e-11 +3.417e-11 , 2.17e-11 , -1.402e-11 +2.216e-11 , < 3.72e-11 , - , 4.76 , 2.4 , 0 , bzb , 0.232 , , N , 1 , HSP , 
61 , 1FHL J0238.7+1639 , 2FGL J0238.7+1637 , AO 0235+164 , 39.6834 , 16.6614 , 156.76 , -39.06 , (47.46±7.68) e-11 , 2.732 ± 0.2861 , 15.26 , (17.94±2.9) e-12 , (16.98±3.91) e-12 , 17.4603 , 4.19e-10 , -6.804e-11 +7.578e-11 , 5.48e-11 , -2.157e-11 +2.903e-11 , < 3.73e-11 , - , 14.95 , 5.56 , 0 , BZB , 0.94 , , N , 3 , LSP , 
62 , 1FHL J0240.2+6113 , 2FGL J0240.5+6113 , LS I+61 303 , 40.0655 , 61.2333 , 135.64 , 1.07 , (49.49±7.26) e-11 , 2.6326 ± 0.2639 , 13.71 , (16.6±2.44) e-12 , (18.76±4.12) e-12 , 18.2488 , 4.14e-10 , -6.32e-11 +6.941e-11 , 3.30e-11 , -1.737e-11 +2.404e-11 , 4.31e-11 , -1.769e-11 +2.407e-11 , 12.86 , 2.78 , 5.58 , HMB , 0 , LS I+61 303 , P , 1 , , 
63 , 1FHL J0241.3+6548 , 2FGL J0241.3+6548 , NVSS J024121+654311 , 40.3348 , 65.8085 , 133.87 , 5.3 , (10.7±3.6) e-11 , 2.3711 ± 0.4542 , 4.47 , (23.1±7.74) e-13 , (4.87±2.28) e-12 , 21.8478 , 6.90e-11 , -2.739e-11 +3.395e-11 , 2.58e-11 , -1.28e-11 +1.867e-11 , < 2.61e-11 , - , 3.59 , 3.64 , 0 , agu , 0 , , N , 1 , HSP , 
64 , 1FHL J0244.2-5813 , , BZB J0244-5819 , 41.0582 , -58.2187 , 278.38 , -53.21 , (8.24±3.05) e-11 , 1.7543 ± 0.4044 , 5.93 , (8.8±3.25) e-13 , (6.91±4.04) e-12 , 31.4251 , 4.82e-11 , -2.039e-11 +2.759e-11 , 1.90e-11 , -1.071e-11 +1.716e-11 , 1.12e-11 , -7.961e-12 +1.545e-11 , 4.47 , 3.32 , 2.52 , bzb , 0.264 , , N , 1 , - , 
65 , 1FHL J0250.6+1712 , 2FGL J0250.6+1713 , NVSS J025037+171209 , 42.6566 , 17.2056 , 159.44 , -37.08 , (12.59±4.12) e-11 , 1.5562 ± 0.3288 , 7.42 , (10.79±3.53) e-13 , (13.33±6.89) e-12 , 35.9362 , 6.76e-11 , -2.559e-11 +3.359e-11 , 4.61e-11 , -2.07e-11 +2.878e-11 , 1.35e-11 , -9.468e-12 +1.837e-11 , 5.25 , 5.4 , 3.22 , bzq , 1.1 , , N , 1 , HSP , 
66 , 1FHL J0252.7-2218 , 2FGL J0252.7-2218 , PKS 0250-225 , 43.1766 , -22.3106 , 209.7 , -62.12 , (17.46±4.93) e-11 , 2.9777 ± 0.5813 , 7.11 , (7.78±2.2) e-12 , (5.54±2.1) e-12 , 16.4932 , 1.47e-10 , -4.079e-11 +4.88e-11 , 3.01e-11 , -1.722e-11 +2.568e-11 , < 3.91e-11 , - , 7.07 , 3.43 , 0 , bzq , 1.419 , , N , 1 , LSP , 
67 , 1FHL J0303.4-2407 , 2FGL J0303.4-2407 , PKS 0301-243 , 45.8677 , -24.1281 , 214.63 , -60.18 , (63.35±8.77) e-11 , 2.0152 ± 0.1736 , 21.03 , (10.96±1.52) e-12 , (39.88±9.12) e-12 , 24.2878 , 3.94e-10 , -6.541e-11 +7.319e-11 , 2.12e-10 , -4.63e-11 +5.403e-11 , 1.29e-11 , -9.014e-12 +1.753e-11 , 15.65 , 14.02 , 3.25 , bzb , 0.26 , PKS 0301-243 , P , 3 , HSP , 
68 , 1FHL J0303.6+4715 , 2FGL J0303.5+4713 , 4C +47.08 , 45.9225 , 47.2664 , 145 , -9.86 , (12.95±3.85) e-11 , 2.5492 ± 0.476 , 6.84 , (3.71±1.1) e-12 , (5.18±2.21) e-12 , 19.4128 , 9.58e-11 , -3.062e-11 +3.774e-11 , 3.88e-11 , -1.671e-11 +2.314e-11 , < 3.10e-11 , - , 5.98 , 4.71 , 0 , bzb , 0 , , N , 1 , LSP , 
69 , 1FHL J0307.4+4915 , 2FGL J0307.4+4915 , , 46.8578 , 49.2537 , 144.54 , -7.83 , (11.22±3.58) e-11 , 2.1377 ± 0.4019 , 5.68 , (20.6±6.56) e-13 , (6.26±3.06) e-12 , 23.603 , 8.69e-11 , -2.848e-11 +3.539e-11 , 2.60e-11 , -1.32e-11 +1.939e-11 , < 3.07e-11 , - , 5.68 , 3.25 , 0 , , 0 , , N , 1 , , 
70 , 1FHL J0309.1+1027 , 2FGL J0309.1+1027 , PKS 0306+102 , 47.2901 , 10.4585 , 169.22 , -39.73 , (11.15±3.81) e-11 , 3.7451 ± 1.0516 , 6.15 , (9.51±3.2) e-12 , (2.81±1.21) e-12 , 13.6627 , 9.93e-11 , -3.097e-11 +3.868e-11 , 1.95e-11 , -1.216e-11 +1.977e-11 , < 3.77e-11 , - , 6.79 , 2.91 , 0 , bzq , 0.863 , , N , 1 , LSP , 
71 , 1FHL J0310.5-5014 , 2FGL J0310.2-5013 , SUMSS J031034-501633 , 47.6306 , -50.2474 , 263.57 , -54.9 , (9.09±3.4) e-11 , 2.3889 ± 0.5403 , 5.65 , (21.26±7.92) e-13 , (4.08±2.22) e-12 , 21.1181 , 6.89e-11 , -2.623e-11 +3.384e-11 , 2.15e-11 , -1.187e-11 +1.898e-11 , < 3.36e-11 , - , 4.82 , 4.36 , 0 , agu , 0 , , N , 1 , HSP , 
72 , 1FHL J0312.8+2013 , 2FGL J0312.8+2013 , , 48.203 , 20.2282 , 162.5 , -31.57 , (7.18±3.06) e-11 , 2.1121 ± 0.5404 , 4.19 , (13.99±5.97) e-13 , (4.1±2.79) e-12 , 22.9497 , 5.18e-11 , -2.221e-11 +2.996e-11 , 2.31e-11 , -1.318e-11 +2.101e-11 , < 3.73e-11 , - , 4.15 , 3.31 , 0 , , 0 , , N , 1 , , 
73 , 1FHL J0316.1+0904 , 2FGL J0316.1+0904 , GB6 J0316+0904 , 49.0355 , 9.0677 , 172.09 , -39.61 , (30.21±6.36) e-11 , 2.3249 ± 0.3119 , 11.04 , (7.79±1.64) e-12 , (14.27±4.82) e-12 , 20.2696 , 2.41e-10 , -5.231e-11 +6.04e-11 , 5.75e-11 , -2.406e-11 +3.267e-11 , < 3.90e-11 , - , 10 , 5.19 , 0 , bzb , 0 , , N , 2 , HSP , 
74 , 1FHL J0316.3-2609 , 2FGL J0315.8-2611 , RBS 0405 , 49.0769 , -26.1521 , 219.6 , -57.73 , (8.35±3.23) e-11 , 1.6113 ± 0.4043 , 6.23 , (7.98±3.09) e-13 , (8.28±5.2) e-12 , 33.592 , 4.53e-11 , -2.015e-11 +2.816e-11 , 2.30e-11 , -1.279e-11 +2.048e-11 , 1.48e-11 , -1.035e-11 +1.975e-11 , 4.39 , 3.91 , 3.24 , bzb , 0.443 , , N , 1 , HSP , 
75 , 1FHL J0316.6+4119 , 2FGL J0316.6+4119 , IC 310 , 49.1689 , 41.3216 , 150.17 , -13.74 , (6.94±3.34) e-11 , 1.3068 ± 0.4558 , 4.54 , (2.72±1.26) e-13 , (9.9±6.13) e-12 , 63.6281 , 2.94e-11 , -1.903e-11 +2.826e-11 , 2.77e-11 , -1.483e-11 +2.213e-11 , 2.37e-11 , -1.316e-11 +2.105e-11 , 1.94 , 3.68 , 3.95 , rdg , 0.019 , IC 310 , P , 1 , - , 
76 , 1FHL J0318.8+2134 , , J031846+213434 , 49.7179 , 21.577 , 162.85 , -29.64 , (10.99±4.06) e-11 , 2.4232 ± 0.5716 , 4.72 , (26.97±9.93) e-13 , (4.81±2.64) e-12 , 20.6884 , 8.26e-11 , -3.131e-11 +3.981e-11 , 2.64e-11 , -1.53e-11 +2.353e-11 , < 3.65e-11 , - , 4.77 , 2.73 , 0 , agu , 0 , , N , 2 , - , 
77 , 1FHL J0319.8+1847 , 2FGL J0319.6+1849 , RBS 0413 , 49.9642 , 18.7979 , 165.07 , -31.67 , (18.19±5.03) e-11 , 2.0643 ± 0.3479 , 7.91 , (30.55±8.44) e-13 , (10.89±4.76) e-12 , 24.6444 , 1.02e-10 , -3.405e-11 +4.241e-11 , 5.36e-11 , -2.236e-11 +3.018e-11 , 1.26e-11 , -8.892e-12 +1.719e-11 , 5.87 , 4.98 , 2.73 , bzb , 0.19 , RBS 0413 , P , 1 , HSP , 
78 , 1FHL J0319.9+4130 , 2FGL J0319.8+4130 , NGC 1275 , 49.9774 , 41.5082 , 150.59 , -13.26 , (10.16±1.05) e-10 , 2.672 ± 0.1802 , 25.07 , (35.6±3.68) e-12 , (37.63±5.62) e-12 , 17.9563 , 8.42e-10 , -9.185e-11 +9.872e-11 , 1.47e-10 , -3.554e-11 +4.218e-11 , 1.04e-11 , -8.376e-12 +1.604e-11 , 22.31 , 10.44 , 1.48 , rdg , 0.018 , NGC 1275 , P , 1 , - , 
79 , 1FHL J0322.1+2337 , 2FGL J0322.0+2336 , MG3 J032201+2336 , 50.5389 , 23.6246 , 162.1 , -27.56 , (13.64±4.25) e-11 , 1.9551 ± 0.3729 , 7.33 , (20.04±6.24) e-13 , (9.14±4.56) e-12 , 26.3735 , 8.22e-11 , -2.95e-11 +3.771e-11 , 4.45e-11 , -2.041e-11 +2.851e-11 , 1.25e-11 , -8.707e-12 +1.692e-11 , 5.46 , 4.39 , 3.38 , bzb , 0 , , N , 1 , HSP , 
80 , 1FHL J0323.5-0107 , 2FGL J0323.6-0108 , BZB J0323-0111 , 50.8804 , -1.1294 , 183.91 , -45.24 , (11.77±4.04) e-11 , 2.7019 ± 0.6128 , 5.79 , (4.41±1.51) e-12 , (4.28±2.15) e-12 , 17.5104 , 8.18e-11 , -2.923e-11 +3.763e-11 , 3.27e-11 , -1.683e-11 +2.475e-11 , < 5.20e-11 , - , 5.7 , 3.15 , 0 , bzb , 0 , , N , 1 , HSP & HSP , 
81 , 1FHL J0325.7-1647 , 2FGL J0325.6-1650 , RBS 0421 , 51.4371 , -16.7925 , 204.9 , -52.93 , (12.16±4.26) e-11 , 1.8034 ± 0.3771 , 6.06 , (13.63±4.77) e-13 , (9.63±5.19) e-12 , 30.5427 , 7.53e-11 , -2.901e-11 +3.75e-11 , 3.51e-11 , -1.818e-11 +2.648e-11 , 1.31e-11 , -9.178e-12 +1.786e-11 , 4.64 , 3.98 , 3.83 , bzb , 0.291 , , N , 1 , HSP , 
82 , 1FHL J0326.1+0224 , 2FGL J0326.1+0224 , 1H 0323+022 , 51.5451 , 2.4125 , 180.74 , -42.45 , (7.94±3.44) e-11 , 5.2676 ± 1.8274 , 4.43 , (11.23±4.85) e-12 , (16.59±7.74) e-13 , 12.3267 , 8.09e-11 , -3.057e-11 +3.917e-11 , < 3.86e-11 , - , < 3.56e-11 , - , 5.17 , 0 , 0 , bzb , 0.147 , , N , 1 , HSP , 
83 , 1FHL J0332.1+6307 , 2FGL J0332.1+6309 , , 53.0272 , 63.1231 , 139.97 , 5.69 , (8.4±3.08) e-11 , 2.606 ± 0.6284 , 4.52 , (2.74±1.01) e-12 , (3.24±1.75) e-12 , 18.4542 , 5.99e-11 , -2.388e-11 +3.074e-11 , 2.15e-11 , -1.22e-11 +1.833e-11 , < 2.62e-11 , - , 4.04 , 2.75 , 0 , , 0 , , N , 1 , , 
84 , 1FHL J0333.6+2918 , 2FGL J0333.7+2918 , TXS 0330+291 , 53.4005 , 29.3124 , 160.46 , -21.5 , (14.59±4.32) e-11 , 2.7261 ± 0.5123 , 6.92 , (5.07±1.5) e-12 , (5.24±2.13) e-12 , 18.0081 , 1.16e-10 , -3.575e-11 +4.354e-11 , 3.18e-11 , -1.518e-11 +2.23e-11 , < 3.47e-11 , - , 6.02 , 4.42 , 0 , bzb , 0 , , N , 1 , ISP , 
85 , 1FHL J0334.0+6539 , 2FGL J0334.3+6538 , TXS 0329+654 , 53.5054 , 65.6664 , 138.65 , 7.88 , (12.14±3.59) e-11 , 1.8992 ± 0.3443 , 5.98 , (18.27±5.4) e-13 , (8.64±4.22) e-12 , 26.036 , 6.32e-11 , -2.36e-11 +2.978e-11 , 5.54e-11 , -2.01e-11 +2.573e-11 , < 3.03e-11 , - , 4.37 , 5.49 , 0 , bzb , 0 , , N , 1 , ISP , 
86 , 1FHL J0334.1-4006 , 2FGL J0334.2-4008 , PKS 0332-403 , 53.547 , -40.1116 , 244.71 , -54.09 , (18.27±4.68) e-11 , 3.6096 ± 0.6965 , 9.36 , (13.59±3.47) e-12 , (4.73±1.49) e-12 , 14.1542 , 1.54e-10 , -3.83e-11 +4.564e-11 , 2.34e-11 , -1.398e-11 +2.134e-11 , < 3.38e-11 , - , 9.45 , 3.39 , 0 , bzb , 1.357 , , N , 1 , ISP , 
87 , 1FHL J0334.4-3726 , 2FGL J0334.3-3728 , PMN J0334-3725 , 53.604 , -37.4428 , 240.17 , -54.35 , (18.11±4.72) e-11 , 2.3781 ± 0.392 , 8.99 , (4.84±1.26) e-12 , (8.2±3.34) e-12 , 19.9643 , 1.32e-10 , -3.623e-11 +4.384e-11 , 4.25e-11 , -1.881e-11 +2.624e-11 , < 3.60e-11 , - , 8.57 , 4.63 , 0 , bzb , 0 , , N , 1 , LSP , 
88 , 1FHL J0335.3-4501 , 2FGL J0335.3-4501 , 1RXS J033514.5-445929 , 53.8457 , -45.0286 , 252.74 , -52.89 , (8.46±3.1) e-11 , 1.8958 ± 0.4295 , 6.3 , (11.96±4.39) e-13 , (6.04±3.61) e-12 , 26.9125 , 6.24e-11 , -2.331e-11 +3.062e-11 , 2.16e-11 , -1.193e-11 +1.91e-11 , < 3.51e-11 , - , 5.58 , 4.52 , 0 , agu , 0 , , N , 1 , HSP , 
89 , 1FHL J0338.1-2443 , , BZB J0338-2443 , 54.541 , -24.733 , 218.88 , -52.61 , (4.81±3.32) e-11 , 1.39 ± 0.4897 , 4.5 , (3.26±1.65) e-13 , (6.22±4.9) e-12 , 42.0148 , < 3.73e-11 , - , 4.62e-11 , -1.95e-11 +2.721e-11 , < 3.95e-11 , - , 0 , 5.97 , 0 , bzb , 0.251 , , N , 1 , HSP , 
90 , 1FHL J0338.4+1304 , 2FGL J0338.2+1306 , , 54.6142 , 13.0792 , 173.53 , -32.93 , (14.51±4.61) e-11 , 1.8793 ± 0.3887 , 6.52 , (23.71±7.49) e-13 , (10.56±5.94) e-12 , 24.9128 , 9.85e-11 , -3.255e-11 +4.075e-11 , 3.90e-11 , -1.859e-11 +2.656e-11 , < 5.59e-11 , - , 5.65 , 4.25 , 0 , , 0 , , N , 1 , , 
91 , 1FHL J0423.3-0121 , 2FGL J0423.2-0120 , PKS 0420-01 , 65.8453 , -1.3657 , 195.33 , -33.13 , (17.36±4.78) e-11 , 3.9936 ± 0.8335 , 7.96 , (15.14±4.16) e-12 , (4.17±1.33) e-12 , 13.6143 , 1.65e-10 , -4.185e-11 +4.986e-11 , 1.06e-11 , -7.972e-12 +1.55e-11 , < 4.25e-11 , - , 8.55 , 1.83 , 0 , BZQ , 0.916 , , N , 1 , LSP , 
92 , 1FHL J0423.8+4151 , 2FGL J0423.8+4149 , 4C +41.11 , 65.9512 , 41.851 , 159.67 , -5.39 , (31.39±6.06) e-11 , 2.3271 ± 0.2794 , 11.73 , (7.84±1.52) e-12 , (14.81±4.47) e-12 , 20.5428 , 2.50e-10 , -5.065e-11 +5.786e-11 , 6.72e-11 , -2.446e-11 +3.172e-11 , < 3.36e-11 , - , 10.34 , 5.69 , 0 , bzb , 0 , , N , 1 , - , 
93 , 1FHL J0425.3+6320 , , , 66.3352 , 63.3378 , 144.39 , 9.77 , (5.95±2.43) e-11 , 1.9823 ± 0.5001 , 4.55 , (8.87±3.62) e-13 , (3.88±2.53) e-12 , 26.1737 , 3.14e-11 , -1.593e-11 +2.217e-11 , 2.74e-11 , -1.306e-11 +1.891e-11 , < 2.87e-11 , - , 2.96 , 4.28 , 0 , , 0 , , N , 1 , , 
94 , 1FHL J0425.4+5601 , , , 66.3695 , 56.0212 , 149.73 , 4.72 , (9.38±3.75) e-11 , 1.6101 ± 0.4 , 4.15 , (7.71±3.08) e-13 , (9.31±5.62) e-12 , 36.8669 , 2.83e-11 , -2.199e-11 +3.152e-11 , 5.26e-11 , -2.118e-11 +2.815e-11 , < 5.17e-11 , - , 1.44 , 5.25 , 0 , , 0 , , N , 1 , , 
95 , 1FHL J0428.7-3756 , 2FGL J0428.6-3756 , PKS 0426-380 , 67.1785 , -37.9365 , 240.7 , -43.62 , (11.81±1.16) e-10 , 2.8538 ± 0.1863 , 30.01 , (48.01±4.72) e-12 , (39.64±5.35) e-12 , 17.0192 , 9.89e-10 , -1.024e-10 +1.098e-10 , 1.59e-10 , -3.77e-11 +4.478e-11 , 1.16e-11 , -8.089e-12 +1.573e-11 , 27 , 12.4 , 3.64 , bzb , 1.111 , , N , 3 , LSP , 
96 , 1FHL J0432.2+5555 , , , 68.0596 , 55.9281 , 150.45 , 5.34 , (8.52±3.54) e-11 , 1.0347 ± 0.3969 , 4.53 , (2.49±1.01) e-13 , (16.48±8.5) e-12 , 86.6082 , 4.31e-11 , -2.408e-11 +3.211e-11 , 1.05e-11 , -8.162e-12 +1.527e-11 , 4.52e-11 , -2.038e-11 +2.819e-11 , 2.36 , 1.66 , 4.95 , , 0 , , N , 1 , , 
97 , 1FHL J0433.5+2905 , 2FGL J0433.5+2905 , MG2 J043337+2905 , 68.3886 , 29.0864 , 170.51 , -12.63 , (24.67±5.77) e-11 , 2.284 ± 0.3296 , 8.59 , (5.74±1.34) e-12 , (12.06±4.4) e-12 , 21.1887 , 1.83e-10 , -4.566e-11 +5.355e-11 , 4.51e-11 , -2.02e-11 +2.791e-11 , 8.93e-12 , -8.371e-12 +1.614e-11 , 7.8 , 4.86 , 1.11 , bzb , 0 , , N , 1 , LSP , 
98 , 1FHL J0434.1-5725 , 2FGL J0433.9-5726 , 1RXS J043431.8-572718 , 68.5371 , -57.4283 , 266.91 , -40.88 , (7.8±2.98) e-11 , 4.3257 ± 1.2947 , 5.06 , (8.04±3.07) e-12 , (17.84±7.73) e-13 , 13.1045 , 7.66e-11 , -2.572e-11 +3.255e-11 , < 2.83e-11 , - , < 2.95e-11 , - , 5.78 , 0 , 0 , agu , 0 , , N , 1 , HSP , 
99 , 1FHL J0439.9-1858 , 2FGL J0439.8-1858 , , 69.9879 , -18.9786 , 216.92 , -37.24 , (4.97±3.41) e-11 , 1.709 ± 0.5549 , 4.55 , (5.27±2.67) e-13 , (4.39±3.62) e-12 , 31.5792 , 2.39e-11 , -1.374e-11 +2.197e-11 , 2.30e-11 , -1.276e-11 +2.043e-11 , < 4.00e-11 , - , 3.2 , 4.22 , 0 , , 0 , , N , 1 , , 
100 , 1FHL J0442.9-0017 , 2FGL J0442.7-0017 , BZQ J0442-0017 , 70.7481 , -0.2931 , 197.24 , -28.39 , (9.06±3.57) e-11 , 1.9923 ± 0.4754 , 4.66 , (14.79±5.83) e-13 , (5.84±3.71) e-12 , 24.9974 , 7.47e-11 , -2.784e-11 +3.636e-11 , < 3.93e-11 , - , 1.35e-11 , -9.466e-12 +1.84e-11 , 4.99 , 0 , 2.95 , bzq , 0.844 , , N , 1 , LSP & - , 
101 , 1FHL J0448.5-1633 , 2FGL J0448.5-1633 , RBS 0589 , 72.1334 , -16.5503 , 215.02 , -34.46 , (10.69±3.89) e-11 , 2.1682 ± 0.4807 , 6.14 , (20.41±7.43) e-13 , (5.79±3.28) e-12 , 23.1648 , 6.56e-11 , -2.72e-11 +3.598e-11 , 4.34e-11 , -1.998e-11 +2.836e-11 , < 3.99e-11 , - , 4.32 , 4.96 , 0 , bzb , 0 , , N , 1 , HSP , 
102 , 1FHL J0449.4-4350 , 2FGL J0449.4-4350 , PKS 0447-439 , 72.3613 , -43.8397 , 248.8 , -39.92 , (11.61±1.15) e-10 , 2.0684 ± 0.1263 , 30.26 , (20.65±2.04) e-12 , (6.93±1.11) e-11 , 23.9698 , 8.20e-10 , -9.336e-11 +1.007e-10 , 2.82e-10 , -5.118e-11 +5.818e-11 , 4.66e-11 , -1.961e-11 +2.735e-11 , 23.94 , 17.23 , 6.62 , bzb , 0.205 , PKS 0447-439 , P , 1 , HSP , 
103 , 1FHL J0457.1-2326 , 2FGL J0457.0-2325 , PKS 0454-234 , 74.2759 , -23.4475 , 223.75 , -34.9 , (29.91±6.14) e-11 , 3.3034 ± 0.473 , 11.45 , (17.05±3.5) e-12 , (8.41±2.15) e-12 , 15.2588 , 2.67e-10 , -5.397e-11 +6.189e-11 , 2.12e-11 , -1.226e-11 +1.963e-11 , < 3.63e-11 , - , 11.69 , 2.87 , 0 , bzq , 1.003 , , N , 2 , - , 
104 , 1FHL J0505.4+0418 , 2FGL J0505.4+0419 , MG1 J050533+0415 , 76.3581 , 4.3041 , 196.11 , -21.21 , (8.59±3.57) e-11 , 2.3599 ± 0.6138 , 4.42 , (18.77±7.77) e-13 , (3.95±2.42) e-12 , 21.7419 , 7.17e-11 , -2.878e-11 +3.763e-11 , 1.34e-11 , -9.386e-12 +1.793e-11 , < 3.97e-11 , - , 4.41 , 2.83 , 0 , bzb , 0 , , N , 1 , HSP , 
105 , 1FHL J0506.9-5434 , 2FGL J0506.7-5435 , 1ES 0505-546 , 76.7304 , -54.5743 , 262.4 , -36.79 , (11.35±3.62) e-11 , 1.9461 ± 0.3728 , 7.62 , (16.54±5.28) e-13 , (7.68±3.88) e-12 , 26.4802 , 5.28e-11 , -2.138e-11 +2.867e-11 , 5.96e-11 , -2.25e-11 +2.967e-11 , < 3.30e-11 , - , 4.76 , 6.93 , 0 , agu , 0 , , N , 1 , HSP , 
106 , 1FHL J0508.1+6737 , 2FGL J0508.0+6737 , 1ES 0502+675 , 77.0385 , 67.6242 , 143.8 , 15.9 , (64.51±7.46) e-11 , 1.634 ± 0.1213 , 24.15 , (60.32±6.98) e-13 , (6.23±1.15) e-11 , 34.0355 , 3.50e-10 , -5.316e-11 +5.875e-11 , 1.80e-10 , -3.596e-11 +4.134e-11 , 1.15e-10 , -2.903e-11 +3.495e-11 , 15.12 , 13.98 , 11.68 , bzb , 0.416 , 1ES 0502+675 , P , 1 , HSP , 
107 , 1FHL J0509.5+0542 , 2FGL J0509.4+0542 , TXS 0506+056 , 77.3939 , 5.7138 , 195.4 , -19.6 , (49.21±7.91) e-11 , 2.3122 ± 0.2343 , 16.25 , (12.12±1.95) e-12 , (23.5±5.98) e-12 , 20.6667 , 3.37e-10 , -6.133e-11 +6.948e-11 , 1.33e-10 , -3.619e-11 +4.412e-11 , 1.32e-11 , -9.319e-12 +1.799e-11 , 13.04 , 10.26 , 2.76 , bzb , 0 , , N , 2 , ISP , 
108 , 1FHL J0509.9-6419 , , , 77.4818 , -64.3288 , 274.31 , -35.19 , (5.24±2.37) e-11 , 1.9692 ± 0.5517 , 4.75 , (7.53±3.4) e-13 , (3.46±2.49) e-12 , 26.6816 , 3.58e-11 , -1.71e-11 +2.425e-11 , 9.28e-12 , -6.61e-12 +1.285e-11 , 1.09e-11 , -7.65e-12 +1.487e-11 , 3.72 , 2.38 , 3.15 , , 0 , , N , 1 , , 
109 , 1FHL J0515.9+1528 , 2FGL J0515.9+1528 , GB6 J0515+1527 , 78.9847 , 15.4689 , 187.7 , -13.04 , (11.57±3.95) e-11 , 2.0998 ± 0.4435 , 6.17 , (20.65±7.05) e-13 , (6.69±3.64) e-12 , 23.9229 , 7.15e-11 , -2.77e-11 +3.635e-11 , 4.52e-11 , -1.946e-11 +2.716e-11 , < 4.02e-11 , - , 4.77 , 5.02 , 0 , bzb , 0 , , N , 1 , - , 
110 , 1FHL J0516.4+7351 , 2FGL J0515.5+7355 , GB6 J0516+7350 , 79.1239 , 73.8515 , 138.62 , 19.77 , (4.36±2.05) e-11 , 1.5177 ± 0.4636 , 4.15 , (2.95±1.38) e-13 , (4.83±3.35) e-12 , 41.9521 , 1.22e-11 , -9.136e-12 +1.622e-11 , 2.93e-11 , -1.279e-11 +1.785e-11 , < 2.61e-11 , - , 1.8 , 4.99 , 0 , bzb , 0.249 , , N , 1 , HSP , 
111 , 1FHL J0516.6-6209 , 2FGL J0516.8-6207 , PKS 0516-621 , 79.1582 , -62.1646 , 271.56 , -34.78 , (11.54±3.58) e-11 , 3.1428 ± 0.6724 , 6.24 , (5.61±1.74) e-12 , (3.43±1.35) e-12 , 16.029 , 9.40e-11 , -2.925e-11 +3.606e-11 , 1.83e-11 , -1.037e-11 +1.661e-11 , < 3.20e-11 , - , 6.05 , 3.19 , 0 , bzb , 1.3 , , N , 1 , ISP , 
112 , 1FHL J0521.7+2113 , 2FGL J0521.7+2113 , VER J0521+211 , 80.449 , 21.2204 , 183.6 , -8.7 , (9.67±1.09) e-10 , 1.975 ± 0.1388 , 22.96 , (15.38±1.74) e-12 , (6.35±1.18) e-11 , 25.3318 , 6.08e-10 , -8.294e-11 +9.071e-11 , 2.67e-10 , -5.194e-11 +5.94e-11 , 7.54e-11 , -2.724e-11 +3.575e-11 , 17.2 , 13.63 , 6.58 , bzb , 0.108 , VER J0521+211 , P , 1 , ISP , 
