_id , RA  , Dec  , CounterpartRA , CounterpartDEC , LII , BII , bat70_name , Type , other_name , SNR , Flux15-195KeV, Flux_low , Flux_high , Redshift , lum , Error radius, Chi^2 , Gamma , Gamma_low , Gamma_high
723 , 216.52875 , 37.77808 , 216.512405 , 37.8256 , "67.06" , "67.45" , "SWIFT J1426.1+37" , "Galaxy Cluste" , " " , 5.5 , 5.44 , 4.22 , 6.83 , 0.171 , 44.646 , 5.14 , 0.6 , 4.98 , 4.03 , 6.42
724 , 216.86625 , 19.81975 , 216.854004 , 19.830999 , "19.68" , "66.84" , "SWIFT J1427.5+19" , "Sy1" , " " , 6.5 , 13.28 , 9.69 , 17.27 , 0.111 , 44.62 , 4.35 , 1.4 , 2 , 1.63 , 2.42
725 , 217.54708 , -67.19883 , 217.499603 , -67.246498 , "312.3" , "-6.15" , "SWIFT J1430.2-67" , "LMXB" , "IGR J14298-671" , 5.9 , 12.68 , 8.85 , 16.99 , 0 , -9.9 , 4.79 , 0.4 , 2.23 , 1.77 , 2.77
726 , 217.30125 , 1.30297 , 217.277451 , 1.285132 , "349.26" , "55.12" , "SWIFT J1429.2+01" , "Sy1" , " " , 7.8 , 17.77 , 13.39 , 22.62 , 0.086 , 44.519 , 3.58 , 0.2 , 2.13 , 1.75 , 2.56
727 , 217.15667 , 42.66219 , 217.136093 , 42.672401 , "77.44" , "64.89" , "SWIFT J1428.7+42" , "BL Lac" , " " , 15.9 , 21.98 , 19.2 , 24.95 , 0.129 , 44.984 , 1.78 , 0.6 , 2.53 , 2.33 , 2.76
728 , 217.77292 , 28.30558 , 217.770004 , 28.2873 , "41.8" , "67.95" , "SWIFT J1431.2+28" , "Sy1" , " " , 4.8 , 10.64 , 6.73 , 15.13 , 0.046 , 43.725 , 5.84 , 0.6 , 1.74 , 1.19 , 2.37
729 , 218.335 , -61.26422 , 218.284698 , -61.261101 , "314.86" , "-0.78" , "SWIFT J1433.3-61" , "HMXB" , "CXO J143308.3-" , 6 , 12.55 , 9.12 , 16.41 , 0 , -9.9 , 4.65 , 1.9 , 2.57 , 2.12 , 3.12
730 , 218.1925 , -44.20725 , 218.169922 , -44.17461 , "321.44" , "14.98" , "SWIFT J1432.8-44" , "Sy2" , " " , 5.4 , 17.9 , 12.56 , 23.82 , 0.004 , 41.801 , 5.2 , 0.4 , 1.7 , 1.26 , 2.17
731 , 218.4875 , 5.46325 , 218.467682 , 5.458236 , "355.92" , "57.37" , "SWIFT J1433.9+05" , "Sy1.9" , " " , 6.6 , 15.97 , 11.72 , 20.7 , 0.025 , 43.355 , 4.27 , 0.2 , 2.04 , 1.65 , 2.49
732 , 218.73 , 48.65769 , 218.718536 , 48.661915 , "86.96" , "60.61" , "SWIFT J1434.9+48" , "Sy1" , "Mrk 474" , 7.8 , 12.27 , 9.34 , 15.5 , 0.036 , 43.572 , 3.61 , 1.2 , 2.16 , 1.83 , 2.54
733 , 219.1975 , -16.26594 , 219.206665 , -16.228056 , "336.5" , "39.63" , "SWIFT J1436.8-16" , "AGN" , " " , 5.4 , 18.73 , 12.95 , 25.23 , 0.145 , 45.022 , 5.22 , 0.4 , 1.72 , 1.24 , 2.22
734 , 219.0675 , 58.80858 , 219.091995 , 58.7943 , "100.33" , "53.47" , "SWIFT J1436.4+58" , "Sy1.5" , " " , 16.4 , 25.91 , 22.78 , 29.19 , 0.031 , 43.771 , 1.74 , 2.2 , 2.01 , 1.85 , 2.18
735 , 219.785 , 14.30197 , 219.7995 , 14.2561 , "11.28" , "61.83" , "SWIFT J1439.2+14" , "Sy1" , " " , 6.4 , 15.19 , 10.16 , 20.95 , 0.071 , 44.276 , 4.41 , 1.9 , 1.66 , 1.11 , 2.25
736 , 220.15542 , 53.49478 , 220.158707 , 53.504417 , "93.02" , "56.82" , "SWIFT J1441.4+53" , "Sy1" , " " , 8.3 , 14.4 , 11.11 , 17.98 , 0.038 , 43.678 , 3.38 , 1.1 , 1.9 , 1.59 , 2.24
737 , 220.6125 , -17.27036 , 220.599701 , -17.253201 , "337.32" , "38.07" , "SWIFT J1442.5-17" , "Sy2" , " " , 24.3 , 88.63 , 82.56 , 94.84 , 0.009 , 43.232 , 1.19 , 1.8 , 1.76 , 1.66 , 1.86
738 , 221.66333 , -64.27014 , 221.616699 , -64.233299 , "315.03" , "-4.15" , "SWIFT J1446.7-64" , "Sy1.2" , " " , 4.9 , 14.42 , 9.75 , 19.54 , 0.053 , 43.983 , 5.7 , 1 , 1.7 , 1.25 , 2.19
739 , 221.77167 , -58.21308 , 221.830399 , -58.271198 , "317.69" , "1.3" , "SWIFT J1447.0-58" , "New source" , " " , 5 , 10.67 , 6.82 , 15.24 , 0 , -9.9 , 5.6 , 1.2 , 2.32 , 1.72 , 3.06
740 , 221.42208 , 27.04369 , 221.403503 , 27.0348 , "39.35" , "64.62" , "SWIFT J1445.6+27" , "Sy1.9" , " " , 5.1 , 13.67 , 9.43 , 18.33 , 0.03 , 43.448 , 5.52 , 1.6 , 1.4 , 0.97 , 1.82
741 , 222.11667 , -59.72056 , 222.178574 , -59.70414 , "317.19" , "-0.14" , "SWIFT J1448.4-59" , "XRB" , " " , 8.4 , 14.19 , 11.63 , 17.01 , -1 , -9.9 , 3.36 , 2 , 3.55 , 3.07 , 4.13
742 , 222.16708 , -40.15744 , 222.212402 , -40.1464 , "326.01" , "17.4" , "SWIFT J1448.7-40" , " " , "IGR 14488-4008" , 5.1 , 12.82 , 8.63 , 17.58 , -1 , -9.9 , 5.49 , 0.9 , 2.31 , 1.81 , 2.9
743 , 222.86458 , -55.67458 , 222.303207 , -55.605801 , "319.33" , "3.32" , "SWIFT J1451.0-55" , "AGN" , " " , 14.7 , 26.5 , 0 , 0 , -1 , -9.9 , 1.93 , 1 , 1.86 , 0 , 0
744 , 222.86458 , -55.67458 , 222.888107 , -55.677299 , "319.33" , "3.32" , "SWIFT J1451.0-55" , "Sy2" , " " , 14.7 , 40.84 , 0 , 0 , 0.018 , 43.475 , 1.93 , 1.3 , 1.87 , 0 , 0
745 , 223.415 , -55.41506 , 223.455795 , -55.362202 , "319.73" , "3.41" , "SWIFT J1453.4-55" , "CV/AM Her" , "IGR J14515-554" , 9.1 , 17.07 , 14.03 , 20.36 , 0 , -9.9 , 3.09 , 1.7 , 2.96 , 2.62 , 3.37
746 , 223.28875 , 25.89692 , 223.283295 , 25.9091 , "37.32" , "62.8" , "SWIFT J1453.3+25" , "Sy1" , " " , 11.5 , 24.01 , 20.09 , 28.17 , 0.049 , 44.134 , 2.46 , 0.7 , 1.81 , 1.59 , 2.05
747 , 223.83083 , -51.59125 , 223.822998 , -51.570999 , "321.71" , "6.7" , "SWIFT J1454.9-51" , "Sy1 NL" , " " , 8.9 , 21.51 , 17.18 , 26.22 , 0.016 , 43.093 , 3.16 , 2 , 2.22 , 1.91 , 2.57
748 , 224.43708 , -43.14003 , 224.4216 , -43.132099 , "326.12" , "13.97" , "SWIFT J1457.8-43" , "Sy2" , " " , 11.2 , 27.75 , 23.49 , 32.31 , 0.016 , 43.218 , 2.52 , 0.9 , 2.35 , 2.11 , 2.62
749 , 222.42042 , 86.04067 , 223.740799 , 85.916397 , "120.66" , "30.55" , "SWIFT J1449.5+86" , "Galaxy, z=.07" , " " , 5.6 , 8.88 , 5.14 , 13.19 , 0 , -9.9 , 4.98 , 1.3 , 1.7 , 1.11 , 2.38
750 , 224.73042 , 71.71878 , 224.781601 , 71.672188 , "110.03" , "42.07" , "SWIFT J1458.9+71" , "Sy1.5" , " " , 5 , 9.37 , 5.78 , 13.45 , 0.905 , 46.583 , 5.64 , 0.7 , 1.65 , 1.12 , 2.22
751 , 226.01667 , 10.42722 , 226.005005 , 10.4378 , "11.2" , "54.61" , "SWIFT J1504.2+10" , "Sy1" , " " , 15.7 , 35.57 , 31.17 , 40.22 , 0.036 , 44.039 , 1.81 , 0.9 , 2.12 , 1.93 , 2.32
752 , 226.55833 , 3.75406 , 226.684006 , 3.862 , "2.88" , "50.23" , "SWIFT J1506.7+03" , "Sy2" , " " , 8.3 , 15.67 , 0 , 0 , 0.038 , 43.714 , 3.38 , 2.2 , 1.83 , 0 , 0
753 , 226.55833 , 3.75406 , 226.485992 , 3.707 , "2.88" , "50.23" , "SWIFT J1506.7+03" , "Sy1" , " " , 8.3 , 19.01 , 0 , 0 , 0.036 , 43.76 , 3.38 , 1.5 , 1.74 , 0 , 0
754 , 227.36083 , -66.81378 , 227.358002 , -66.822998 , "315.93" , "-7.5" , "SWIFT J1509.4-66" , "CV/DQ Her" , " " , 14.1 , 25.81 , 22.61 , 29.21 , 0 , -9.9 , 2.01 , 1.6 , 2.82 , 2.59 , 3.08
755 , 227.145 , -49.86319 , 227.161697 , -49.884201 , "324.4" , "7.2" , "SWIFT J1508.6-49" , "SRC/RADIO" , " " , 7.2 , 29.04 , 22.82 , 35.72 , -1 , -9.9 , 3.88 , 1.1 , 1.36 , 1.02 , 1.7
756 , 227.2075 , -0.22122 , 227.224792 , -0.196956 , "358.97" , "47.14" , "SWIFT J1508.8-00" , "Sy1.5" , " " , 6 , 19.53 , 14.19 , 25.43 , 0.054 , 44.138 , 4.69 , 1.1 , 1.74 , 1.33 , 2.17
757 , 228.64 , -81.36186 , 228.675095 , -81.393898 , "308.29" , "-20.03" , "SWIFT J1513.8-81" , "Sy1.2" , " " , 12.3 , 29.85 , 25.63 , 34.25 , 0.068 , 44.53 , 2.29 , 0.6 , 1.82 , 1.62 , 2.02
758 , 227.73 , 5.781 , 227.733307 , 5.7447 , "6.51" , "50.56" , "SWIFT J1510.9+05" , "Galaxy Cluste" , " " , 9.7 , 14.93 , 12.36 , 17.77 , 0.077 , 44.343 , 2.9 , 1.5 , 3.62 , 3.15 , 4.21
759 , 228.00958 , -21.32244 , 227.999176 , -21.317133 , "341.56" , "30.8" , "SWIFT J1512.0-21" , "Sy1/NL" , " " , 8.2 , 31.3 , 25.57 , 37.43 , 0.045 , 44.165 , 3.41 , 2 , 1.88 , 1.6 , 2.17
760 , 228.03042 , -10.82667 , 227.953003 , -10.8399 , "349.62" , "38.96" , "SWIFT J1512.2-10" , "SRC/RADIO" , " " , 5.4 , 3.09 , 0 , 0 , -1 , -9.9 , 5.23 , 0.7 , 8.55 , 0 , 0
761 , 228.03042 , -10.82667 , 228.021103 , -10.7766 , "349.62" , "38.96" , "SWIFT J1512.2-10" , "Galaxy" , " " , 5.4 , 8.31 , 0 , 0 , -1 , -9.9 , 5.23 , 1 , 1.93 , 0 , 0
762 , 228.19208 , -9.1 , 228.210602 , -9.1 , "351.27" , "40.14" , "SWIFT J1512.8-09" , "QSO/HP" , " " , 14.9 , 70.03 , 62.99 , 77.28 , 0.36 , 46.489 , 1.9 , 0.5 , 1.38 , 1.23 , 1.53
763 , 228.525 , -59.14964 , 228.481293 , -59.135799 , "320.33" , "-1.19" , "SWIFT J1513.8-59" , "PSR/PWN" , "Cir pulsar" , 83.6 , 252.2 , 247.1 , 257.3 , 0 , -9.9 , 0.45 , 2 , 1.83 , 1.8 , 1.86
764 , 228.7875 , 42.05319 , 228.763504 , 42.0499 , "69.39" , "57.19" , "SWIFT J1515.0+42" , "Sy2" , " " , 10.5 , 20.08 , 16.54 , 23.86 , 0.009 , 42.514 , 2.68 , 0.7 , 1.91 , 1.67 , 2.16
765 , 230.16667 , -57.16019 , 230.170303 , -57.166698 , "322.12" , "0.04" , "SWIFT J1521.0-57" , "LMXB" , "BR Cir" , 44.7 , 66.8 , 64.73 , 68.89 , 0 , -9.9 , 0.69 , 2.5 , 5.18 , 5.02 , 5.36
766 , 229.90167 , 65.637 , 229.89035 , 65.599594 , "102.31" , "45.1" , "SWIFT J1519.6+65" , "Sy1.9" , " " , 7.6 , 13.23 , 9.78 , 17.02 , 0.044 , 43.779 , 3.72 , 0.9 , 1.91 , 1.55 , 2.31
767 , 230.42042 , 3.61358 , 230.415298 , 3.624806 , "6.33" , "47.12" , "SWIFT J1521.8+03" , "Sy1" , " " , 5.5 , 15.38 , 10.7 , 20.66 , 0.126 , 44.81 , 5.1 , 0.9 , 2.05 , 1.57 , 2.58
768 , 230.87083 , 63.67408 , 230.941116 , 63.656734 , "99.76" , "46.02" , "SWIFT J1523.5+63" , "Sy1/BLRG" , " " , 5.6 , 8.32 , 5.5 , 11.52 , 0.204 , 45 , 5.05 , 1.2 , 2.14 , 1.7 , 2.68
769 , 232.47417 , -13.03414 , 232.492996 , -13.011 , "351.77" , "34.4" , "SWIFT J1530.0-13" , "Sy1" , " " , 5 , 15.49 , 10.45 , 21.21 , 0.104 , 44.63 , 5.65 , 0 , 2.23 , 1.68 , 2.89
770 , 233.35042 , -8.69914 , 233.336304 , -8.7005 , "356.29" , "36.87" , "SWIFT J1533.2-08" , "Sy2" , " " , 9.6 , 32.72 , 27.34 , 38.42 , 0.023 , 43.584 , 2.94 , 0.5 , 2.08 , 1.82 , 2.36
771 , 233.95583 , -57.81142 , 233.970001 , -57.848999 , "323.43" , "-1.65" , "SWIFT J1535.8-57" , "AGN" , "IGR J15359-575" , 7.8 , 23.39 , 18.46 , 28.74 , -1 , -9.9 , 3.59 , 1.3 , 1.84 , 1.52 , 2.19
772 , 234.71917 , -62.48339 , 234.799896 , -62.4673 , "320.97" , "-5.64" , "SWIFT J1539.2-62" , "XRB" , " " , 13.6 , 34.66 , 29.93 , 39.66 , 0 , -9.9 , 2.08 , 1.2 , 2.05 , 1.83 , 2.28
773 , 233.99583 , 57.91558 , 233.968201 , 57.902599 , "91.49" , "47.93" , "SWIFT J1535.9+57" , "Sy1" , " " , 13.7 , 23.31 , 20.07 , 26.75 , 0.03 , 43.67 , 2.07 , 0.5 , 2.04 , 1.85 , 2.24
774 , 235.63625 , -52.38464 , 235.597107 , -52.386101 , "327.43" , "2.14" , "SWIFT J1542.6-52" , "HMXB" , "QV Nor" , 169.1 , 326.8 , 323.8 , 329.8 , 0 , -9.9 , 0.34 , 168.8 , 3.33 , 3.31 , 3.35
775 , 235.59292 , -14.17869 , 235.599899 , -14.1849 , "353.41" , "31.47" , "SWIFT J1542.0-14" , "Galaxy" , "1RXS J154224.0" , 5.3 , 14.32 , 9.84 , 19.65 , -1 , -9.9 , 5.25 , 1.2 , 2.65 , 1.99 , 3.51
776 , 236.90125 , -64.11506 , 236.861298 , -64.214302 , "320.75" , "-7.53" , "SWIFT J1548.1-64" , " " , " " , 5 , 13.33 , 8.45 , 18.9 , -1 , -9.9 , 5.62 , 2.4 , 1.68 , 1.11 , 2.29
777 , 236.95917 , -62.59647 , 236.976196 , -62.569801 , "321.73" , "-6.36" , "SWIFT J1547.9-62" , "LMXB/NS" , "1XMM J154754.7" , 42.4 , 64.34 , 62.14 , 66.57 , 0 , -9.9 , 0.73 , 0.1 , 4.49 , 4.35 , 4.64
778 , 237.02875 , -45.48672 , 237.060806 , -45.477798 , "332.41" , "7.02" , "SWIFT J1548.0-45" , "CV/DQ Her" , "IGR J15479-452" , 34.9 , 91.75 , 87.36 , 96.23 , 0 , -9.9 , 0.86 , 4.8 , 2.35 , 2.27 , 2.43
779 , 236.86625 , 20.83792 , 236.931396 , 20.8713 , "33.81" , "49.5" , "SWIFT J1547.5+20" , "QSO" , " " , 4.9 , 7.85 , 5.23 , 10.89 , 0.264 , 45.228 , 5.78 , 1.8 , 2.91 , 2.33 , 3.75
780 , 237.11083 , -13.74961 , 237.104004 , -13.7578 , "354.97" , "30.71" , "SWIFT J1548.5-13" , "Sy2" , " " , 11.9 , 43.66 , 38.08 , 49.5 , 0.025 , 43.801 , 2.38 , 2.3 , 2 , 1.8 , 2.21
781 , 236.58792 , 69.50431 , 236.601379 , 69.486107 , "104.3" , "40.71" , "SWIFT J1546.3+69" , "Sy1.9" , " " , 6.8 , 13.94 , 10.23 , 18.01 , 0.038 , 43.67 , 4.13 , 0.3 , 1.76 , 1.39 , 2.16
782 , 237.69833 , -54.32283 , 237.725494 , -54.306599 , "327.21" , "-0.14" , "SWIFT J1550.8-54" , "Pulsar" , "1E 1547.0-5408" , 17 , 71.3 , 65.04 , 77.74 , 0 , -9.9 , 1.67 , 2.5 , 1.35 , 1.21 , 1.49
783 , 239.44375 , -79.22178 , 239.245285 , -79.23452 , "311.21" , "-19.49" , "SWIFT J1557.8-79" , "Sy1" , " " , 8.5 , 14.88 , 11.46 , 18.68 , 0.15 , 44.958 , 3.32 , 1.3 , 2.41 , 2.04 , 2.84
784 , 238.40333 , 23.79231 , 238.431641 , 23.807077 , "38.77" , "48.96" , "SWIFT J1553.6+23" , "WLRG" , " " , 5.8 , 10.42 , 7.08 , 14.36 , 0.115 , 44.552 , 4.83 , 1.1 , 2.39 , 1.85 , 3.05
785 , 238.45792 , 26.10567 , 238.394699 , 26.244801 , "42.23" , "49.44" , "SWIFT J1553.6+26" , "QSO" , " " , 5.3 , 10 , 6.3 , 14.23 , 0.166 , 44.883 , 5.32 , 1.1 , 1.95 , 1.43 , 2.53
786 , 239.44417 , -54.41353 , 239.451202 , -54.415001 , "327.94" , "-0.86" , "SWIFT J1557.8-54" , "HMXB" , " " , 13.6 , 24.17 , 21.68 , 26.77 , 0 , -9.9 , 2.09 , 2.5 , 3.87 , 3.56 , 4.22
787 , 239.585 , 27.21572 , 239.5672 , 27.2246 , "44.2" , "48.68" , "SWIFT J1558.4+27" , "Galaxy Cluste" , " " , 13.4 , 18.35 , 16.06 , 20.83 , 0.091 , 44.579 , 2.12 , 0.4 , 3.57 , 3.24 , 3.98
788 , 240.21667 , -60.72592 , 240.259598 , -60.7383 , "324.13" , "-5.92" , "SWIFT J1600.9-60" , "LMXB" , "4U 1556-60" , 12.4 , 18.07 , 16.18 , 19.99 , 0 , -9.9 , 2.28 , 1 , 6.11 , 5.45 , 6.93
789 , 239.89292 , 25.91133 , 239.875702 , 25.9202 , "42.36" , "48.14" , "SWIFT J1559.6+25" , "Symb/WD" , "Nova CrB 1866/" , 35.4 , 63.88 , 60.58 , 67.27 , 0 , -9.9 , 0.85 , 4.9 , 2.5 , 2.42 , 2.59
790 , 241.46917 , -72.87664 , 241.347 , -72.899025 , "316.16" , "-15.23" , "SWIFT J1605.9-72" , "Galaxy" , " " , 12.6 , 25.35 , 21.45 , 29.49 , -1 , -9.9 , 2.25 , 0.6 , 2.19 , 1.95 , 2.44
791 , 241.78167 , 48.57669 , 241.807999 , 48.557297 , "76.17" , "46.78" , "SWIFT J1607.2+48" , "Sy1" , " " , 5 , 13.46 , 8.93 , 18.55 , 0.125 , 44.741 , 5.66 , 2.6 , 1.29 , 0.72 , 1.81
792 , 243.035 , -60.63989 , 242.964203 , -60.631901 , "325.21" , "-6.78" , "SWIFT J1613.2-60" , "Sy1" , "IGR J16119-603" , 12.7 , 32.15 , 27.58 , 36.98 , 0.016 , 43.247 , 2.22 , 0.8 , 2.09 , 1.87 , 2.33
793 , 243.20458 , -52.41914 , 243.179199 , -52.4231 , "330.94" , "-0.86" , "SWIFT J1612.9-52" , "LMXB" , "QX Nor" , 287.5 , 736 , 731.6 , 740.4 , 0 , -9.9 , 0.32 , 23.9 , 2.32 , 2.31 , 2.33
794 , 244.15667 , -49.97519 , 244.157303 , -49.979099 , "333.05" , "0.49" , "SWIFT J1617.5-49" , "CV" , "IGR J16167-495" , 9 , 20.56 , 16.98 , 24.43 , 0 , -9.9 , 3.14 , 1 , 2.79 , 2.45 , 3.17
795 , 244.34917 , -50.92967 , 244.372101 , -50.9203 , "332.48" , "-0.28" , "SWIFT J1617.4-50" , "Pulsar" , " " , 5.9 , 23.29 , 17.45 , 29.69 , 0 , -9.9 , 4.75 , 0.4 , 1.54 , 1.11 , 1.97
796 , 243.50875 , 65.73892 , 243.488251 , 65.71933 , "98.28" , "40.36" , "SWIFT J1614.0+65" , "Sy1" , " " , 7.2 , 12.37 , 9.08 , 16.07 , 0.129 , 44.734 , 3.9 , 0.4 , 2.14 , 1.75 , 2.59
797 , 244.67833 , -59.50508 , 244.65184 , -59.454823 , "326.6" , "-6.54" , "SWIFT J1618.7-59" , "Sy1 NL" , "IGR J16185-592" , 6.5 , 21.36 , 16.15 , 26.99 , 0.035 , 43.782 , 4.33 , 0.8 , 1.63 , 1.27 , 2.01
798 , 244.88625 , -49.76978 , 244.884201 , -49.741798 , "333.53" , "0.31" , "SWIFT J1619.2-49" , "HMXB/SFXT Can" , "AX J1619.4-494" , 12.2 , 28.67 , 25.08 , 32.45 , 0 , -9.9 , 2.31 , 1.5 , 2.75 , 2.52 , 3
799 , 244.4525 , 32.37867 , 244.427185 , 32.376331 , "52.66" , "45.32" , "SWIFT J1617.8+32" , "Sy1" , " " , 8.9 , 23.28 , 18.9 , 27.96 , 0.151 , 45.158 , 3.15 , 0.9 , 1.73 , 1.46 , 2
800 , 244.92083 , -28.13047 , 244.889008 , -28.127701 , "349.13" , "15.51" , "SWIFT J1619.4-28" , "Symb/NS" , "IGR J16194-281" , 11.9 , 32.11 , 27.96 , 36.47 , 0 , -9.9 , 2.37 , 3.3 , 2.59 , 2.36 , 2.83
801 , 245.2075 , -51.48183 , 245.154205 , -51.509998 , "332.47" , "-1.05" , "SWIFT J1620.9-51" , "HMXB" , "IGR J16207-512" , 19.5 , 48.66 , 44.58 , 52.87 , 0 , -9.9 , 1.47 , 2.7 , 2.42 , 2.28 , 2.57
802 , 244.985 , -15.63583 , 244.979507 , -15.6402 , "359.1" , "23.78" , "SWIFT J1620.1-15" , "LMXB/NS" , "V818 Sco" , 8569.7 , 19350 , 0 , 0 , 0 , -9.9 , 0.3 , 99292 , 5.67 , 5.67 , 5.67
803 , 242.20042 , 84.99817 , 241.848999 , 85.029999 , "118.53" , "30.32" , "SWIFT J1607.4+85" , "Sy1" , " " , 6.2 , 13.3 , 9.34 , 17.65 , 0.183 , 45.098 , 4.53 , 0.4 , 1.67 , 1.26 , 2.12
804 , 246.61833 , -51.95328 , 246.651001 , -51.942799 , "332.75" , "-2" , "SWIFT J1626.9-51" , "HMXB/NS/Be Bi" , "SWIFT J162636." , 13.8 , 25.17 , 22.41 , 28.07 , 0 , -9.9 , 2.05 , 1.5 , 3.69 , 3.37 , 4.05
805 , 246.61667 , -29.84089 , 246.525085 , -29.857492 , "348.88" , "13.26" , "SWIFT J1626.5-29" , "Blazar" , " " , 5.3 , 19.08 , 13.01 , 25.84 , 0.815 , 46.779 , 5.25 , 0.7 , 1.61 , 1.07 , 2.19
806 , 244.975 , 81.06936 , 244.8302 , 81.046501 , "114.59" , "32.36" , "SWIFT J1621.2+81" , "Sy2" , " " , 10.4 , 22.71 , 18.86 , 26.79 , 0.027 , 43.591 , 2.71 , 0.6 , 1.77 , 1.54 , 2.01
807 , 246.47958 , 43.80947 , 246.474365 , 43.783039 , "68.85" , "44.15" , "SWIFT J1625.9+43" , "Quasar" , " " , 7.2 , 13.22 , 9.6 , 17.25 , 1.048 , 46.89 , 3.9 , 0.7 , 2.01 , 1.63 , 2.46
808 , 247.03542 , -49.19697 , 247.011795 , -49.198502 , "334.92" , "-0.28" , "SWIFT J1627.8-49" , "LMXB/NS" , "4U 1624-490" , 52.7 , 90.63 , 88.5 , 92.76 , 0 , -9.9 , 0.61 , 6.5 , 6.24 , 6.08 , 6.41
809 , 247.08792 , -48.63414 , 247.04512 , -48.648899 , "335.35" , "0.08" , "SWIFT J1628.4-48" , "HMXB/NS" , "2MASS J1628108" , 9.2 , 22.02 , 18.44 , 25.8 , 0 , -9.9 , 3.04 , 2.2 , 2.74 , 2.45 , 3.06
810 , 247.22917 , -50.38158 , 247.111801 , -50.377701 , "334.15" , "-1.19" , "SWIFT J1628.9-50" , "LMXB" , "CXO J162826.8-" , 4.8 , 9.6 , 6.8 , 12.77 , 0 , -9.9 , 5.84 , 1.2 , 3.34 , 2.69 , 4.17
811 , 247.0125 , 51.77431 , 247.016907 , 51.775398 , "79.72" , "42.9" , "SWIFT J1628.1+51" , "Sy1.9" , " " , 23.3 , 43.37 , 39.8 , 47.05 , 0.055 , 44.49 , 1.24 , 2.7 , 2.06 , 1.95 , 2.17
812 , 248.10042 , -67.44792 , 248.070007 , -67.461899 , "321.8" , "-13.1" , "SWIFT J1632.4-67" , "LMXB" , " " , 271.4 , 453 , 450.3 , 455.8 , 0 , -9.9 , 0.32 , 1368 , 3.29 , 3.27 , 3.3
813 , 247.93875 , -48.83764 , 247.949997 , -48.817501 , "335.59" , "-0.46" , "SWIFT J1632.1-48" , "HMXB/NS" , " " , 177.6 , 488.1 , 484 , 492.2 , 0 , -9.9 , 0.34 , 933.9 , 2.4 , 2.39 , 2.42
814 , 247.97417 , -47.87822 , 248.007904 , -47.874199 , "336.31" , "0.18" , "SWIFT J1632.1-47" , "Pulsar" , "HESS J1632-478" , 148.5 , 347.1 , 343.5 , 350.7 , 0 , -9.9 , 0.35 , 324.8 , 2.84 , 2.82 , 2.86
815 , 247.63167 , 39.42481 , 247.636078 , 39.384209 , "62.77" , "43.32" , "SWIFT J1630.5+39" , "Sy2" , " " , 5.6 , 12.84 , 8.97 , 17.15 , 0.031 , 43.44 , 5 , 1.3 , 1.75 , 1.35 , 2.19
816 , 247.86417 , 23.90628 , 247.814682 , 23.882635 , "42.15" , "40.64" , "SWIFT J1631.7+23" , "Sy2/three nuc" , " " , 5.2 , 9.51 , 6.26 , 13.41 , 0.059 , 43.899 , 5.4 , 1.2 , 2.5 , 1.92 , 3.22
817 , 247.47167 , 67.37422 , 247.45105 , 67.378273 , "99.39" , "38.25" , "SWIFT J1629.9+67" , "Sy1.0/Sy1.5" , " " , 4.9 , 13.96 , 9.61 , 18.74 , 0.025 , 43.31 , 5.7 , 0.6 , 1.32 , 0.85 , 1.77
818 , 248.4525 , -47.39717 , 248.507294 , -47.393002 , "336.88" , "0.27" , "SWIFT J1633.8-47" , "LMXB" , " " , 26.7 , 73.27 , 0 , 0 , 0 , -9.9 , 1.09 , 0.9 , 1.98 , 0 , 0
819 , 248.4525 , -47.39717 , 248.157898 , -47.3951 , "336.88" , "0.27" , "SWIFT J1633.8-47" , "HMXB" , " " , 26.7 , 29.95 , 0 , 0 , 0 , -9.9 , 1.09 , 1.3 , 2.47 , 0 , 0
820 , 248.75042 , -58.07031 , 248.807007 , -58.080002 , "329.11" , "-7.07" , "SWIFT J1635.0-58" , "Sy2" , "IGR J16351-580" , 8.4 , 28.19 , 22.73 , 34.03 , 0.009 , 42.706 , 3.33 , 0.3 , 1.64 , 1.34 , 1.96
821 , 249.52708 , -64.34356 , 249.567078 , -64.347221 , "324.59" , "-11.5" , "SWIFT J1638.7-64" , "Galaxy Cluste" , " " , 15.6 , 25.74 , 23.14 , 28.47 , 0.051 , 44.197 , 1.82 , 1.7 , 3.55 , 3.29 , 3.85
822 , 249.73167 , -46.71017 , 249.772995 , -46.703098 , "337.97" , "0.09" , "SWIFT J1639.2-46" , "HMXB" , "IGR J16393-464" , 39.9 , 82.06 , 79.08 , 85.09 , 0 , -9.9 , 0.76 , 29.3 , 3.43 , 3.34 , 3.52
823 , 250.24667 , -53.73031 , 250.231293 , -53.7514 , "332.93" , "-4.82" , "SWIFT J1640.8-53" , "LMXB" , "V801 Ara" , 198.5 , 357.7 , 354.7 , 360.8 , 0 , -9.9 , 0.33 , 25.3 , 3.51 , 3.48 , 3.53
824 , 250.42167 , -45.548 , 250.461594 , -45.540401 , "339.16" , "0.5" , "SWIFT J1641.9-45" , "HMXB / SFXT?" , "2MASS J1641507" , 24.8 , 61.83 , 58.1 , 65.68 , 0 , -9.9 , 1.17 , 33.1 , 2.65 , 2.55 , 2.76
825 , 246.88917 , 85.53261 , 246.358047 , 85.494919 , "118.77" , "29.69" , "SWIFT J1626.7+85" , "Sy1.2" , "2MASX J1625258" , 6.5 , 12.97 , 9.16 , 17.21 , 0.063 , 44.095 , 4.34 , 0.4 , 1.87 , 1.46 , 2.35
