_id , fermi3fgl_name , other_name , Class , RA, Dec, Significance , Flux 1-100 GeV, Flux 1-100 GeV Error , Spectral Index , Spectral Index Error , Beta , Spectral Type , Power Law Index , TeV Cat , Gamma Assoc. , Prev. Fermi Assoc. , Variability index
123 , 3FGL J0102.3+4217 , GB6 J0102+4214 , fsrq , 15.59458 , 42.28878 , 12.725 , 5.26e-10 , 7.71e-11 , 2.692 , 0.079 , -9.9 , PowerLaw , 2.692 , N , , 1FGL J0102.2+4223 , 101.963
124 , 3FGL J0102.8+5825 , TXS 0059+581 , fsrq , 15.70417 , 58.4245 , 51.501 , 6.18e-9 , 2.19e-10 , 2.094 , 0.035 , 0.103 , LogParabo , 2.245 , N , , 1FGL J0102.8+5827 , 1492.68
125 , 3FGL J0102.8+4840 , PSR J0102+4839 , PSR , 15.70125 , 48.67278 , 20.335 , 2.19e-9 , 1.64e-10 , 1.768 , 0.125 , -9.9 , PLExpCuto , 2.2 , N , , 1FGL J0103.1+4840 , 55.009
126 , 3FGL J0103.4+5336 , 1RXS J010325.9+533721 , bll , 15.86375 , 53.61528 , 10.36 , 6.84e-10 , 9.42e-11 , 2.039 , 0.103 , -9.9 , PowerLaw , 2.039 , N , , , 46.294
127 , 3FGL J0103.7+1323 , NVSS J010345+132346 , bcu , 15.94042 , 13.3925 , 7.121 , 3.81e-10 , 7.40e-11 , 1.984 , 0.135 , -9.9 , PowerLaw , 1.984 , N , , , 52.767
128 , 3FGL J0105.3+3928 , GB6 J0105+3928 , bll , 16.33042 , 39.4725 , 8.13 , 4.41e-10 , 7.27e-11 , 2.326 , 0.106 , -9.9 , PowerLaw , 2.326 , N , , 1FGL J0105.7+3930 , 65.603
129 , 3FGL J0105.1-2415 , PKS 0102-245 , fsrq , 16.29042 , -24.25939 , 13.201 , 5.4e-10 , 7.65e-11 , 2.608 , 0.078 , -9.9 , PowerLaw , 2.608 , N , , 1FGL J0104.4-2406 , 91.457
130 , 3FGL J0106.5+4855 , LAT PSR J0106+4855 , PSR , 16.62667 , 48.92408 , 27.481 , 3.36e-9 , 1.94e-10 , 1.126 , 0.172 , -9.9 , PLExpCuto , 2.112 , N , , 1FGL J0106.7+4853 , 41.67
131 , 3FGL J0107.0-1208 , PMN J0107-1211 , bcu , 16.77 , -12.1425 , 5.098 , 2.95e-10 , 6.95e-11 , 2.18 , 0.169 , -9.9 , PowerLaw , 2.18 , N , , , 32.687
132 , 3FGL J0108.5-0035 , PKS 0105-008 , fsrq , 17.13958 , -0.59439 , 4.176 , 2.68e-10 , 6.98e-11 , 2.394 , 0.172 , -9.9 , PowerLaw , 2.394 , N , , , 43.277
133 , 3FGL J0108.7+0134 , 4C +01.02 , fsrq , 17.18 , 1.579 , 71.654 , 5.27e-9 , 1.94e-10 , 2.26 , 0.033 , 0.097 , LogParabo , 2.392 , N , , 1FGL J0108.6+0135 , 575.571
134 , 3FGL J0109.1+1816 , MG1 J010908+1816 , bll , 17.2775 , 18.26958 , 10.484 , 5.62e-10 , 8.19e-11 , 2.04 , 0.112 , -9.9 , PowerLaw , 2.04 , N , , 1FGL J0109.0+1816 , 40.73
135 , 3FGL J0109.8+6132 , TXS 0106+612 , fsrq , 17.46792 , 61.5495 , 36.549 , 3.56e-9 , 1.89e-10 , 2.309 , 0.052 , 0.155 , LogParabo , 2.544 , N , , , 1263.091
136 , 3FGL J0110.2+6806 , 4C +67.04 , bll , 17.575 , 68.11497 , 19.861 , 1.92e-9 , 1.50e-10 , 1.991 , 0.058 , -9.9 , PowerLaw , 1.991 , N , , 1FGL J0110.0+6806 , 36.478
137 , 3FGL J0109.9-4020 , RBS 0158 , bll , 17.48208 , -40.33397 , 7.668 , 2.69e-10 , 6.26e-11 , 1.727 , 0.156 , -9.9 , PowerLaw , 1.727 , N , , 1FGL J0110.0-4023 , 39.907
138 , 3FGL J0110.9-1254 , 1RXS J011050.0-125455 , bll , 17.73458 , -12.9125 , 5.812 , 2.87e-10 , 7.18e-11 , 1.925 , 0.188 , -9.9 , PowerLaw , 1.925 , N , , , 32.231
139 , 3FGL J0111.5+0535 , 1RXS J011130.5+053612 , bll , 17.87708 , 5.58558 , 5.151 , 2.5e-10 , 6.90e-11 , 1.917 , 0.186 , -9.9 , PowerLaw , 1.917 , N , , , 46.603
140 , 3FGL J0112.1+2245 , S2 0109+22 , BLL , 18.02625 , 22.759 , 81.133 , 8.7e-9 , 2.47e-10 , 1.907 , 0.028 , 0.079 , LogParabo , 2.03 , N , , 1FGL J0112.0+2247 , 489.069
141 , 3FGL J0112.8+3207 , 4C +31.03 , fsrq , 18.21 , 32.12697 , 44.542 , 3.04e-9 , 1.47e-10 , 2.363 , 0.028 , -9.9 , PowerLaw , 2.363 , N , , 1FGL J0112.9+3207 , 955.465
142 , 3FGL J0113.4+4948 , S4 0110+49 , fsrq , 18.37208 , 49.81478 , 12.222 , 8.58e-10 , 9.87e-11 , 2.299 , 0.076 , -9.9 , PowerLaw , 2.299 , N , , 1FGL J0113.8+4945 , 47.596
143 , 3FGL J0113.0-3554 , PMN J0113-3551 , fsrq , 18.25625 , -35.90119 , 7.677 , 3.19e-10 , 6.35e-11 , 2.503 , 0.123 , -9.9 , PowerLaw , 2.503 , N , , , 83.587
144 , 3FGL J0112.9-7506 , , , 18.24375 , -75.10528 , 5.39 , 2.92e-10 , 6.49e-11 , 2.172 , 0.171 , -9.9 , PowerLaw , 2.172 , N , , , 39.586
145 , 3FGL J0114.8+1917 , , , 18.70958 , 19.29469 , 4.143 , 2.33e-10 , 6.07e-11 , 2.31 , 0.231 , -9.9 , PowerLaw , 2.31 , N , , , 38.44
146 , 3FGL J0114.8+1326 , GB6 J0114+1325 , bll , 18.71583 , 13.43419 , 19.019 , 1.3e-9 , 1.11e-10 , 2.077 , 0.061 , -9.9 , PowerLaw , 2.077 , N , , 1FGL J0114.4+1327 , 101.137
147 , 3FGL J0115.8+2519 , RX J0115.7+2519 , bll , 18.955 , 25.32969 , 17.029 , 1.15e-9 , 1.09e-10 , 1.987 , 0.075 , -9.9 , PowerLaw , 1.987 , N , , 1FGL J0115.5+2519 , 67.534
148 , 3FGL J0115.7+0356 , PMN J0115+0356 , bll , 18.93625 , 3.9415 , 17.497 , 1.2e-9 , 1.10e-10 , 2.118 , 0.064 , -9.9 , PowerLaw , 2.118 , N , , 1FGL J0115.7+0357 , 55.207
149 , 3FGL J0116.8+6913 , , , 19.22 , 69.22797 , 5.059 , 4.09e-10 , 9.61e-11 , 2.759 , 0.126 , -9.9 , PowerLaw , 2.759 , N , , , 50.626
150 , 3FGL J0116.0-1134 , PKS 0113-118 , fsrq , 19.01333 , -11.5785 , 19.861 , 1.2e-9 , 1.06e-10 , 2.344 , 0.055 , -9.9 , PowerLaw , 2.344 , N , , 1FGL J0115.5-1132 , 478.211
151 , 3FGL J0116.2-2744 , 1RXS J011555.6-274428 , bcu , 19.06583 , -27.74039 , 5.481 , 2.77e-10 , 6.55e-11 , 2.022 , 0.166 , -9.9 , PowerLaw , 2.022 , N , , , 40.399
152 , 3FGL J0116.3-6153 , SUMSS J011619-615343 , bll , 19.09875 , -61.89058 , 9.898 , 4.14e-10 , 6.59e-11 , 1.962 , 0.127 , -9.9 , PowerLaw , 1.962 , N , , , 52.753
153 , 3FGL J0117.8-2113 , PKS 0115-214 , fsrq , 19.45125 , -21.21808 , 9.384 , 8.45e-10 , 1.15e-10 , 2.323 , 0.098 , -9.9 , PowerLaw , 2.323 , N , , , 71.986
154 , 3FGL J0118.8-2142 , PKS 0116-219 , fsrq , 19.70667 , -21.70789 , 28.429 , 3e-9 , 1.67e-10 , 2.348 , 0.052 , 0.158 , LogParabo , 2.284 , N , , 1FGL J0118.7-2137 , 294.542
155 , 3FGL J0118.9-1457 , 1RXS J011905.4-145906 , bll , 19.73 , -14.96389 , 7.275 , 2.97e-10 , 6.42e-11 , 1.786 , 0.163 , -9.9 , PowerLaw , 1.786 , N , , , 39.272
156 , 3FGL J0120.4-2700 , PKS 0118-272 , bll , 20.12375 , -27.015 , 45.637 , 3.69e-9 , 1.63e-10 , 1.914 , 0.03 , -9.9 , PowerLaw , 1.914 , N , , 1FGL J0120.5-2700 , 73.297
157 , 3FGL J0121.7+5154 , NVSS J012133+515557 , bcu , 20.44917 , 51.90458 , 6.596 , 4.54e-10 , 9.42e-11 , 1.984 , 0.137 , -9.9 , PowerLaw , 1.984 , N , , 1FGL J0122.2+5200 , 38.558
158 , 3FGL J0121.8-3917 , , , 20.45708 , -39.28608 , 5.482 , 1.96e-10 , 5.80e-11 , 1.799 , 0.197 , -9.9 , PowerLaw , 1.799 , N , , , 37.096
159 , 3FGL J0122.8+3423 , 1ES 0120+340 , bll , 20.7225 , 34.391 , 9.58 , 3.06e-10 , 7.14e-11 , 1.485 , 0.146 , -9.9 , PowerLaw , 1.485 , N , , , 39.279
160 , 3FGL J0123.7-2312 , 1RXS J012338.2-231100 , bll , 20.92792 , -23.20269 , 11.058 , 6.52e-10 , 8.79e-11 , 1.988 , 0.105 , -9.9 , PowerLaw , 1.988 , N , , , 51.724
161 , 3FGL J0125.2-0627 , PMN J0124-0624 , bll , 21.31542 , -6.45778 , 5.475 , 3.59e-10 , 7.50e-11 , 2.208 , 0.128 , -9.9 , PowerLaw , 2.208 , N , , 1FGL J0124.6-0616 , 59.227
162 , 3FGL J0125.4-2548 , PKS 0122-260 , bll , 21.36542 , -25.8095 , 8.71 , 4.56e-10 , 7.16e-11 , 2.13 , 0.113 , -9.9 , PowerLaw , 2.13 , N , , , 78.266
163 , 3FGL J0126.1-2227 , PKS 0123-226 , fsrq , 21.52958 , -22.46428 , 10.35 , 6.12e-10 , 8.51e-11 , 2.43 , 0.092 , -9.9 , PowerLaw , 2.43 , N , , , 109.063
164 , 3FGL J0127.4+5433 , , , 21.86917 , 54.55458 , 4.592 , 3.62e-10 , 8.78e-11 , 2.532 , 0.155 , -9.9 , PowerLaw , 2.532 , N , , , 36.211
165 , 3FGL J0127.5+5634 , , , 21.89417 , 56.56858 , 5.785 , 5e-10 , 9.80e-11 , 2.586 , 0.118 , -9.9 , PowerLaw , 2.586 , N , , , 53.895
166 , 3FGL J0127.1-0818 , PMN J0127-0821 , bll , 21.77625 , -8.3105 , 10.557 , 6.27e-10 , 8.58e-11 , 2.212 , 0.09 , -9.9 , PowerLaw , 2.212 , N , , , 50.542
167 , 3FGL J0127.2+0325 , NVSS J012713+032259 , bcu , 21.80958 , 3.42289 , 14.42 , 8.89e-10 , 9.76e-11 , 1.899 , 0.077 , -9.9 , PowerLaw , 1.899 , N , , 1FGL J0127.0+0322 , 49.553
168 , 3FGL J0127.6+4851 , , , 21.92417 , 48.86128 , 4.959 , 3.26e-10 , 7.25e-11 , 2.448 , 0.148 , -9.9 , PowerLaw , 2.448 , N , , , 66.991
169 , 3FGL J0128.4+6257 , , spp , 22.11583 , 62.96189 , 8.26 , 9.79e-10 , 1.46e-10 , 2.504 , 0.082 , -9.9 , PowerLaw , 2.504 , N , , , 42.535
170 , 3FGL J0127.9+2551 , 4C +25.05 , fsrq , 21.97833 , 25.85519 , 7.141 , 1.9e-10 , 5.94e-11 , 3.1 , 0.149 , -9.9 , PowerLaw , 3.1 , N , , , 52.445
171 , 3FGL J0128.5+4430 , GB6 J0128+4439 , fsrq , 22.12875 , 44.50669 , 7.548 , 4.79e-10 , 7.98e-11 , 2.332 , 0.11 , -9.9 , PowerLaw , 2.332 , N , , 1FGL J0128.6+4439 , 89.325
172 , 3FGL J0139.9+8735 , NVSS J013913+873754 , bcu , 24.9825 , 87.6 , 5.783 , 3.07e-10 , 7.52e-11 , 1.891 , 0.166 , -9.9 , PowerLaw , 1.891 , N , , , 42.032
173 , 3FGL J0131.2+6120 , 1RXS J013106.4+612035 , bll , 22.80125 , 61.335 , 21.257 , 2e-9 , 1.62e-10 , 1.862 , 0.058 , -9.9 , PowerLaw , 1.862 , N , , 1FGL J0131.2+6121 , 88.173
174 , 3FGL J0131.3+5548 , TXS 0128+554 , bcu , 22.83458 , 55.80719 , 4.889 , 3.48e-10 , 1.02e-10 , 1.904 , 0.215 , -9.9 , PowerLaw , 1.904 , N , , , 44.819
175 , 3FGL J0130.8+1441 , 4C +14.06 , fsrq , 22.7175 , 14.68419 , 4.298 , 2.31e-10 , 6.70e-11 , 2.651 , 0.166 , -9.9 , PowerLaw , 2.651 , N , , , 45.449
176 , 3FGL J0132.5-0802 , PKS 0130-083 , bcu , 23.135 , -8.04978 , 4.525 , 2.33e-10 , 6.73e-11 , 1.753 , 0.183 , -9.9 , PowerLaw , 1.753 , N , , , 32.906
177 , 3FGL J0133.3+5930 , , , 23.33625 , 59.51408 , 4.348 , 4.26e-10 , 1.02e-10 , 2.212 , 0.162 , -9.9 , PowerLaw , 2.212 , N , , , 42.571
178 , 3FGL J0132.1-5340 , , , 23.04458 , -53.67347 , 4.541 , 2.42e-10 , 6.00e-11 , 2.319 , 0.193 , -9.9 , PowerLaw , 2.319 , N , , , 34.9
179 , 3FGL J0132.6-1655 , PKS 0130-17 , fsrq , 23.17042 , -16.91789 , 34.581 , 1.92e-9 , 1.23e-10 , 2.43 , 0.036 , -9.9 , PowerLaw , 2.43 , N , , 1FGL J0132.6-1655 , 240.334
180 , 3FGL J0133.3+4324 , B3 0129+431 , bcu , 23.3375 , 43.40258 , 4.999 , 3.24e-10 , 7.11e-11 , 2.301 , 0.142 , -9.9 , PowerLaw , 2.301 , N , , , 52.497
181 , 3FGL J0133.0-4413 , SUMSS J013306-441422 , bll , 23.25208 , -44.23158 , 7.746 , 3.76e-10 , 6.54e-11 , 2.156 , 0.125 , -9.9 , PowerLaw , 2.156 , N , , , 48.685
182 , 3FGL J0133.2-4737 , , , 23.30667 , -47.61989 , 4.171 , 1.58e-10 , 5.24e-11 , 2.707 , 0.2 , -9.9 , PowerLaw , 2.707 , N , , , 33.428
183 , 3FGL J0133.2-5159 , PKS 0131-522 , bcu , 23.32 , -51.98678 , 4.507 , 1.89e-10 , 5.30e-11 , 2.628 , 0.186 , -9.9 , PowerLaw , 2.628 , N , , , 47.947
184 , 3FGL J0135.0+6927 , TXS 0130+691 , bcu , 23.755 , 69.46569 , 4.891 , 4.24e-10 , 9.30e-11 , 2.557 , 0.127 , -9.9 , PowerLaw , 2.557 , N , , , 36.712
185 , 3FGL J0134.5+2638 , 1RXS J013427.2+263846 , bcu , 23.63 , 26.63758 , 11.966 , 8.43e-10 , 1.00e-10 , 1.991 , 0.083 , -9.9 , PowerLaw , 1.991 , N , , 1FGL J0134.4+2632 , 58.012
186 , 3FGL J0134.3-3842 , PMN J0134-3843 , fsrq , 23.5775 , -38.70508 , 6.919 , 3.13e-10 , 6.09e-11 , 2.331 , 0.139 , -9.9 , PowerLaw , 2.331 , N , , , 61.165
187 , 3FGL J0136.5+3905 , B3 0133+388 , bll , 24.13042 , 39.09628 , 56.917 , 4.85e-9 , 1.80e-10 , 1.696 , 0.025 , -9.9 , PowerLaw , 1.696 , P , , 1FGL J0136.5+3905 , 62.301
188 , 3FGL J0137.0+4752 , OC 457 , fsrq , 24.25667 , 47.87639 , 55.945 , 5.1e-9 , 1.88e-10 , 2.146 , 0.034 , 0.102 , LogParabo , 2.266 , N , , 1FGL J0137.0+4751 , 857.034
189 , 3FGL J0137.8+5813 , 1RXS J013748.0+581422 , bcu , 24.45792 , 58.23158 , 13.477 , 1.16e-9 , 1.24e-10 , 2.057 , 0.078 , -9.9 , PowerLaw , 2.057 , N , , 1FGL J0137.8+5814 , 47.358
190 , 3FGL J0137.6-2430 , PKS 0135-247 , fsrq , 24.41458 , -24.51039 , 22.526 , 1.02e-9 , 9.37e-11 , 2.518 , 0.053 , -9.9 , PowerLaw , 2.518 , N , , 1FGL J0137.5-2428 , 169.88
191 , 3FGL J0145.6+8600 , NVSS J014929+860114 , bcu , 26.41458 , 86.00208 , 5.039 , 2.64e-10 , 6.48e-11 , 2.519 , 0.179 , -9.9 , PowerLaw , 2.519 , N , , , 34.8
192 , 3FGL J0138.5-4612 , , , 24.64917 , -46.20389 , 6.841 , 3.27e-10 , 6.49e-11 , 2.061 , 0.147 , -9.9 , PowerLaw , 2.061 , N , , , 40.181
193 , 3FGL J0141.4-0929 , PKS 0139-09 , bll , 25.36667 , -9.48508 , 29.462 , 2.07e-9 , 1.31e-10 , 2.123 , 0.04 , -9.9 , PowerLaw , 2.123 , N , , 1FGL J0141.7-0929 , 98.482
194 , 3FGL J0144.6+2705 , TXS 0141+268 , bll , 26.15625 , 27.08878 , 50.615 , 4.53e-9 , 1.85e-10 , 2.063 , 0.038 , 0.066 , LogParabo , 2.164 , N , , 1FGL J0144.6+2703 , 170.7
195 , 3FGL J0143.7-5845 , SUMSS J014347-584550 , bll , 25.92917 , -58.76619 , 18.976 , 9.83e-10 , 8.96e-11 , 1.838 , 0.066 , -9.9 , PowerLaw , 1.838 , N , , 1FGL J0143.9-5845 , 70.209
196 , 3FGL J0145.1-2732 , PKS 0142-278 , fsrq , 26.29208 , -27.53389 , 29.471 , 1.36e-9 , 1.05e-10 , 2.57 , 0.043 , -9.9 , PowerLaw , 2.57 , N , , 1FGL J0144.9-2732 , 313.435
197 , 3FGL J0146.4-6746 , SUMSS J014554-674646 , bcu , 26.61917 , -67.76778 , 6.932 , 3.17e-10 , 6.06e-11 , 2.391 , 0.131 , -9.9 , PowerLaw , 2.391 , N , , , 41.259
198 , 3FGL J0147.0-5204 , PKS 0144-522 , bcu , 26.76542 , -52.07808 , 7.19 , 3.51e-10 , 6.40e-11 , 2.2 , 0.132 , -9.9 , PowerLaw , 2.2 , N , , , 49.567
199 , 3FGL J0148.3+5200 , GB6 J0148+5202 , bcu , 27.085 , 52.00989 , 9.891 , 5.32e-10 , 9.18e-11 , 1.77 , 0.108 , -9.9 , PowerLaw , 1.77 , N , , , 60.17
200 , 3FGL J0148.6+0128 , PMN J0148+0129 , bll , 27.16083 , 1.474 , 9.787 , 5.88e-10 , 8.97e-11 , 2.021 , 0.125 , -9.9 , PowerLaw , 2.021 , N , , , 62.29
201 , 3FGL J0149.6+4846 , , , 27.42083 , 48.76928 , 5.069 , 2.72e-10 , 7.21e-11 , 2.62 , 0.182 , -9.9 , PowerLaw , 2.62 , N , , , 35.709
202 , 3FGL J0152.8+7517 , 1RXS J015308.4+751756 , bll , 28.21583 , 75.29008 , 8.354 , 3.81e-10 , 8.12e-11 , 1.77 , 0.128 , -9.9 , PowerLaw , 1.77 , N , , , 49.366
203 , 3FGL J0151.0+0537 , PMN J0151+0540 , bcu , 27.76083 , 5.62719 , 4.414 , 2.6e-10 , 6.59e-11 , 2.359 , 0.199 , -9.9 , PowerLaw , 2.359 , N , , , 39.784
204 , 3FGL J0150.5-5447 , PMN J0150-5450 , bcu , 27.62625 , -54.78769 , 4.559 , 2.04e-10 , 5.25e-11 , 2.118 , 0.232 , -9.9 , PowerLaw , 2.118 , N , , , 43.945
205 , 3FGL J0151.0-3609 , PMN J0151-3605 , bcu , 27.75958 , -36.15569 , 5.345 , 2.37e-10 , 5.92e-11 , 2.459 , 0.175 , -9.9 , PowerLaw , 2.459 , N , , , 33.818
206 , 3FGL J0151.6+2205 , PKS 0149+21 , fsrq , 27.91708 , 22.09189 , 7.331 , 3.67e-10 , 7.62e-11 , 2.654 , 0.114 , -9.9 , PowerLaw , 2.654 , N , , , 51.962
207 , 3FGL J0152.2+3707 , B2 0149+37 , bcu , 28.07208 , 37.13228 , 5.6 , 3.01e-10 , 6.54e-11 , 2.406 , 0.142 , -9.9 , PowerLaw , 2.406 , N , , , 48.186
208 , 3FGL J0153.4+7114 , TXS 0149+710 , bcu , 28.35917 , 71.24169 , 7.056 , 2.45e-10 , 8.83e-11 , 1.567 , 0.2 , -9.9 , PowerLaw , 1.567 , N , , , 36.627
209 , 3FGL J0152.6+0148 , PMN J0152+0146 , bll , 28.16167 , 1.8075 , 13.14 , 7.63e-10 , 9.90e-11 , 1.887 , 0.103 , -9.9 , PowerLaw , 1.887 , P , , , 51.758
210 , 3FGL J0154.1+4642 , , , 28.535 , 46.702 , 4.332 , 2.49e-10 , 6.74e-11 , 2.552 , 0.177 , -9.9 , PowerLaw , 2.552 , N , , , 37.54
211 , 3FGL J0154.0+0824 , GB6 J0154+0823 , bll , 28.51 , 8.40958 , 24.812 , 1.81e-9 , 1.29e-10 , 1.859 , 0.049 , -9.9 , PowerLaw , 1.859 , N , , 1FGL J0154.1+0823 , 64.832
212 , 3FGL J0154.9+4433 , GB6 J0154+4433 , bll , 28.73667 , 44.55358 , 7.815 , 4.4e-10 , 7.49e-11 , 2.183 , 0.119 , -9.9 , PowerLaw , 2.183 , N , , 1FGL J0155.0+4433 , 77.462
213 , 3FGL J0156.3+3913 , MG4 J015630+3913 , bcu , 29.09292 , 39.23108 , 11.677 , 5.68e-10 , 8.04e-11 , 2.495 , 0.09 , -9.9 , PowerLaw , 2.495 , N , , , 120.271
214 , 3FGL J0156.5-2423 , , , 29.12792 , -24.3925 , 4.71 , 2.36e-10 , 6.20e-11 , 1.888 , 0.167 , -9.9 , PowerLaw , 1.888 , N , , , 43.768
215 , 3FGL J0156.9-4742 , 2MASS J01564603-4744174 , bcu , 29.24 , -47.71108 , 4.615 , 1.75e-10 , 5.51e-11 , 2.009 , 0.264 , -9.9 , PowerLaw , 2.009 , N , , , 31.205
216 , 3FGL J0157.0-5301 , 1RXS J015658.6-530208 , bll , 29.25083 , -53.027 , 12.889 , 6.16e-10 , 7.84e-11 , 1.823 , 0.09 , -9.9 , PowerLaw , 1.823 , N , , 1FGL J0157.0-5259 , 62.608
217 , 3FGL J0157.9-4615 , PMN J0157-4614 , fsrq , 29.48083 , -46.25989 , 9.574 , 4.69e-10 , 7.27e-11 , 2.449 , 0.093 , -9.9 , PowerLaw , 2.449 , N , , 1FGL J0157.5-4613 , 75.254
218 , 3FGL J0158.6+0102 , , , 29.67292 , 1.041 , 5.737 , 2.66e-10 , 6.23e-11 , 2.559 , 0.163 , -9.9 , PowerLaw , 2.559 , N , , , 44.216
219 , 3FGL J0158.6-3931 , PMN J0158-3932 , bll , 29.66292 , -39.53278 , 14.672 , 8.83e-10 , 9.29e-11 , 2.023 , 0.074 , -9.9 , PowerLaw , 2.023 , N , , 1FGL J0158.0-3931 , 68.727
220 , 3FGL J0159.4+1046 , RX J0159.5+1047 , bll , 29.86167 , 10.78069 , 12.916 , 9.2e-10 , 1.04e-10 , 2.113 , 0.089 , -9.9 , PowerLaw , 2.113 , N , , 1FGL J0159.5+1047 , 66.513
221 , 3FGL J0159.8-2741 , PMN J0159-2739 , bll , 29.95833 , -27.69619 , 9.22 , 4.63e-10 , 7.13e-11 , 2.036 , 0.103 , -9.9 , PowerLaw , 2.036 , N , , 1FGL J0159.7-2741 , 66
222 , 3FGL J0200.3-4108 , , , 30.07958 , -41.14519 , 7.188 , 2.82e-10 , 6.21e-11 , 1.878 , 0.165 , -9.9 , PowerLaw , 1.878 , N , , , 46.819
223 , 3FGL J0202.5+4206 , B3 0159+418 , bll , 30.63333 , 42.11269 , 7.943 , 4.69e-10 , 7.56e-11 , 2.276 , 0.113 , -9.9 , PowerLaw , 2.276 , N , , , 61.516
224 , 3FGL J0204.0+7234 , S5 0159+723 , bll , 31.0025 , 72.57828 , 11.456 , 1e-9 , 1.12e-10 , 2.222 , 0.077 , -9.9 , PowerLaw , 2.222 , N , , 1FGL J0203.5+7234 , 57.011
225 , 3FGL J0200.9-6635 , PMN J0201-6638 , bcu , 30.24458 , -66.59139 , 6.94 , 3.42e-10 , 6.25e-11 , 2.331 , 0.131 , -9.9 , PowerLaw , 2.331 , N , , , 68.888
226 , 3FGL J0202.3+0851 , TXS 0159+085 , fsrq , 30.59125 , 8.85839 , 4.378 , 2.78e-10 , 7.34e-11 , 2.048 , 0.163 , -9.9 , PowerLaw , 2.048 , N , , 1FGL J0202.1+0849 , 38.666
227 , 3FGL J0203.1-0227 , RX J0202.9-0223 , bcu , 30.79458 , -2.45589 , 5.043 , 2.77e-10 , 6.62e-11 , 2.313 , 0.169 , -9.9 , PowerLaw , 2.313 , N , , , 47.287
228 , 3FGL J0203.6+3043 , NVSS J020344+304238 , bll , 30.9225 , 30.71719 , 36.899 , 3.23e-9 , 1.64e-10 , 2.046 , 0.053 , 0.132 , LogParabo , 2.198 , N , , 1FGL J0203.5+3044 , 974.216
229 , 3FGL J0203.6+1148 , , , 30.91667 , 11.80278 , 5.558 , 3.16e-10 , 7.88e-11 , 2.715 , 0.157 , -9.9 , PowerLaw , 2.715 , N , , , 33.051
230 , 3FGL J0204.2+2420 , B2 0201+24 , bcu , 31.06125 , 24.34378 , 5.146 , 2.47e-10 , 7.15e-11 , 1.792 , 0.198 , -9.9 , PowerLaw , 1.792 , N , , , 37.543
231 , 3FGL J0205.5+6448 , PSR J0205+6449 , PSR , 31.39542 , 64.815 , 43.094 , 5.68e-9 , 2.24e-10 , 1.976 , 0.057 , -9.9 , PLExpCuto , 2.331 , P , , 1FGL J0205.6+6449 , 37.426
232 , 3FGL J0204.8+3212 , B2 0202+31 , fsrq , 31.22292 , 32.20169 , 9.858 , 3.64e-10 , 7.05e-11 , 2.945 , 0.1 , -9.9 , PowerLaw , 2.945 , N , , 1FGL J0205.3+3217 , 72.464
233 , 3FGL J0205.0+1510 , 4C +15.05 , bcu , 31.25917 , 15.17978 , 12.274 , 6.71e-10 , 8.99e-11 , 2.53 , 0.082 , -9.9 , PowerLaw , 2.53 , N , , 1FGL J0204.5+1516 , 107.055
234 , 3FGL J0205.2-1700 , PKS 0202-17 , fsrq , 31.32292 , -17.00539 , 24.048 , 8.59e-10 , 8.67e-11 , 2.759 , 0.053 , -9.9 , PowerLaw , 2.759 , N , , 1FGL J0205.0-1702 , 336.593
235 , 3FGL J0206.4-1150 , PMN J0206-1150 , fsrq , 31.60542 , -11.84878 , 14.806 , 7.86e-10 , 9.00e-11 , 2.331 , 0.074 , -9.9 , PowerLaw , 2.331 , N , , , 262.441
236 , 3FGL J0208.6+3522 , MS 0205.7+3509 , bll , 32.16958 , 35.38269 , 5.978 , 2.36e-10 , 6.81e-11 , 1.695 , 0.187 , -9.9 , PowerLaw , 1.695 , N , , 1FGL J0208.6+3522 , 38.084
237 , 3FGL J0207.9-3846 , PKS 0205-391 , bcu , 31.98458 , -38.77458 , 6.346 , 2.76e-10 , 6.33e-11 , 2.544 , 0.141 , -9.9 , PowerLaw , 2.544 , N , , , 54.38
238 , 3FGL J0209.5+4449 , 1RXS J020917.6+444951 , bll , 32.38375 , 44.81728 , 6.693 , 3.5e-10 , 7.33e-11 , 1.973 , 0.17 , -9.9 , PowerLaw , 1.973 , N , , , 48.344
239 , 3FGL J0208.0-6838 , PKS 0206-688 , bll , 32.02458 , -68.64758 , 7.855 , 3.65e-10 , 6.30e-11 , 2.421 , 0.123 , -9.9 , PowerLaw , 2.421 , N , , , 36.913
240 , 3FGL J0209.4-5229 , 1RXS J020922.2-522920 , bll , 32.37042 , -52.49789 , 28.073 , 1.71e-9 , 1.18e-10 , 1.8 , 0.051 , -9.9 , PowerLaw , 1.8 , N , , 1FGL J0209.3-5229 , 88.111
241 , 3FGL J0211.0+1922 , , , 32.75458 , 19.38328 , 4.803 , 3.4e-10 , 7.87e-11 , 2.384 , 0.145 , -9.9 , PowerLaw , 2.384 , N , , , 40.996
242 , 3FGL J0211.7+5402 , TXS 0207+538 , bcu , 32.92833 , 54.04739 , 4.466 , 3.57e-10 , 8.87e-11 , 2.691 , 0.145 , -9.9 , PowerLaw , 2.691 , N , , , 41.129
243 , 3FGL J0211.2+1051 , MG1 J021114+1051 , BLL , 32.81667 , 10.85778 , 50.752 , 5.3e-9 , 2.10e-10 , 2.011 , 0.039 , 0.1 , LogParabo , 2.13 , N , , 1FGL J0211.2+1049 , 545.495
