_id , bat54_name , RA, Dec, LII, BII, Flux, Type , Redshift , Bzcat counterpart, other_name
467 , "PBC J0909.2+0350" , 137.32833 , 3.89956 , "226.39" , "32.24" , "(13.6+/-8.5)x10-12" , "QSO " , 3.2 , " -- " , "1RXS J090915.6"
468 , "PBC J0911.4+4528" , 137.88 , 45.48011 , "174.78" , "43.09" , "(16.6+/-9.3)x10-12" , "Sy2 " , 0.027 , " -- " , "2MASX J0911299"
469 , "PBC J0916.2-6218" , 139.04208 , -62.31825 , "280.6" , "-9.2" , "(23.8+/-5.2)x10-12" , "Sy1 " , 0.057 , " -- " , "SWIFT J0917.2-"
470 , "PBC J0918.4+1619" , 139.6175 , 16.30511 , "213.83" , "39.73" , "(28.7+/-4.8)x10-12" , "Sy1 " , 0.029 , " -- " , "Mrk 704 "
471 , "PBC J0919.7+5523" , 139.9375 , 55.40069 , "161.09" , "42.84" , "(9.7+/-6)x10-12" , "Sy1 " , 0.123 , " -- " , "RBS 0766 "
472 , "PBC J0917.2-6454" , 139.30792 , -64.91553 , "282.61" , "-10.89" , "(9.3+/-5.3)x10-12" , "G " , 0 , " -- " , "2MASX J0917271"
473 , "PBC J0919.9+3712" , 140.00042 , 37.19558 , "186.27" , "44.72" , "(1.9+/-1.1)x10-11" , "G " , 0.008 , " -- " , "IC 2461 "
474 , "PBC J0918.8-4414" , 139.71542 , -44.23603 , "267.86" , "3.68" , "(8.2+/-5.7)x10-12" , " " , 0 , " -- " , "PBC J0918.8-44"
475 , "PBC J0919.6-0738" , 139.92375 , -7.63372 , "239.21" , "28.1" , "(8.5+/-6.4)x10-12" , "Sy1 " , 0.169 , " -- " , "6dFGS gJ091951"
476 , "PBC J0920.8-0803" , 140.20583 , -8.05811 , "239.79" , "28.07" , "(45.3+/-4.1)x10-12" , "Sy2 " , 0.02 , " -- " , "MCG -01-24-012"
477 , "PBC J0921.2-0821" , 140.3 , -8.36019 , "240.12" , "27.96" , "(13+/-7.1)x10-12" , "AGN " , 0.065 , " -- " , "2MASX J0921109"
478 , "PBC J0920.4-5512" , 140.1125 , -55.21372 , "275.85" , "-3.86" , "(86.8+/-3.1)x10-12" , "LXB " , 0 , " -- " , "H 0918-549 "
479 , "PBC J0923.7+2255" , 140.95625 , 22.93742 , "206.02" , "43.11" , "(3.5+/-1.3)x10-11" , "Sy1 " , 0.033 , " -- " , "RBS 0770 "
480 , "PBC J0922.1-6317" , 140.54917 , -63.29544 , "281.8" , "-9.38" , "(2.6+/-1.1)x10-12" , "LXB " , 0 , " -- " , "V* V395 Car "
481 , "PBC J0925.6+6931" , 141.42 , 69.52931 , "143.35" , "38.4" , "(6.7+/-4.2)x10-12" , "gam " , 0.039 , " -- " , "IGR J09253+692"
482 , "PBC J0923.7-2134" , 140.94417 , -21.57958 , "251.75" , "20.04" , "(11.6+/-6.8)x10-12" , "BLA " , 0.053 , "BZU (uncertain type)" , "PKS 0921-213 "
483 , "PBC J0925.2+5216" , 141.30583 , 52.27658 , "165.02" , "44.36" , "(50+/-2.7)x10-12" , "Sy1 " , 0.035 , " -- " , "Mrk 110 "
484 , "PBC J0924.0-3141" , 141.0025 , -31.69303 , "259.51" , "13.18" , "(17.4+/-9.6)x10-12" , "Sy1 " , 0 , " -- " , "1RXS J092418.0"
485 , "PBC J0926.1+1245" , 141.52667 , 12.74339 , "219.04" , "40.01" , "(1.8+/-1)x10-11" , "Sy1 " , 0.028 , " -- " , "Mrk 705 "
486 , "PBC J0927.1+2301" , 141.85167 , 23.03789 , "206.21" , "43.92" , "(14.9+/-9.7)x10-12" , "Sy1 " , 0.025 , " -- " , "NGC 2885 "
487 , "PBC J0928.5+4959" , 142.12958 , 49.99461 , "168.02" , "45.35" , "(4.7+/-2.7)x10-12" , " " , 0 , " -- " , "PBC J0928.5+49"
488 , "PBC J0929.6+6231" , 142.42292 , 62.52733 , "151.4" , "41.76" , "(5.9+/-3.6)x10-12" , " " , 0 , " -- " , "PBC J0929.6+62"
489 , "PBC J0930.6+4954" , 142.60875 , 49.85489 , "168.12" , "45.68" , "(3.8+/-2.2)x10-12" , "BLA " , 0.188 , "BZB (BL Lac)" , "RBS 0782 "
490 , "PBC J0927.8-6945" , 141.96333 , -69.75561 , "286.9" , "-13.51" , "(8+/-4.5)x10-12" , "X " , 0 , " -- " , "PBCX J092752.4"
491 , "PBC J0931.3-5104" , 142.82833 , -51.07483 , "274.14" , "0.25" , "(8.3+/-5.2)x10-12" , " " , 0 , " -- " , "PBC J0931.3-51"
492 , "PBC J0933.9+3145" , 143.47625 , 31.75725 , "194.42" , "47.1" , "(7.2+/-5.4)x10-12" , " " , 0 , " -- " , "PBC J0933.9+31"
493 , "PBC J0934.7-2155" , 143.68167 , -21.92269 , "253.86" , "21.68" , "(2.2+/-1.4)x10-11" , "Sy2 " , 0.016 , " -- " , "ESO 565-19 "
494 , "PBC J0935.4+2616" , 143.85583 , 26.27675 , "202.4" , "46.5" , "(7.3+/-4.3)x10-12" , "Sy1 " , 0.11 , " -- " , "2MASX J0935270"
495 , "PBC J0936.0-6551" , 144.00833 , -65.85322 , "284.69" , "-10.17" , "(9.8+/-6.2)x10-12" , " " , 0 , " -- " , "PBC J0936.0-65"
496 , "PBC J0941.2-4525" , 145.30458 , -45.41814 , "271.57" , "5.55" , "(5.3+/-3.2)x10-12" , " " , 0 , " -- " , "PBC J0941.2-45"
497 , "PBC J0942.1+2342" , 145.54083 , 23.70544 , "206.59" , "47.37" , "(11.3+/-7.2)x10-12" , "G " , 0.021 , " -- " , "1RXS J094204.0"
498 , "PBC J0946.9+6315" , 146.7375 , 63.25708 , "149.36" , "43.22" , "(4.3+/-2.6)x10-12" , "QSO " , 0.488 , " -- " , "2MASS J0947155"
499 , "PBC J0945.7-1419" , 146.41792 , -14.35508 , "249.72" , "28.75" , "(2.6+/-1.5)x10-11" , "Sy1 " , 0.008 , " -- " , "NGC 2992 "
500 , "PBC J0947.6+0725" , 146.92375 , 7.42556 , "228.57" , "42.27" , "(17.3+/-7.7)x10-12" , "Sy1 " , 0.087 , " -- " , "3C 227 "
501 , "PBC J0950.0+7315" , 147.50792 , 73.25306 , "138.02" , "38.08" , "(11.7+/-6.8)x10-12" , "rG " , 0.059 , " -- " , "4C 73.08 "
502 , "PBC J0947.6-3056" , 146.91833 , -30.9305 , "262.73" , "17.24" , "(171.7+/-3.4)x10-12" , "Sy2 " , 0.008 , " -- " , "MCG-05-23-016 "
503 , "PBC J0949.2+4036" , 147.28958 , 40.60533 , "181.07" , "50.33" , "(7.4+/-4.3)x10-12" , "BLA " , 1.252 , "BZQ (FSRQ)" , "4C 40.24 "
504 , "PBC J0948.9+0021" , 147.22833 , 0.35056 , "236.6" , "38.69" , "(12+/-8)x10-12" , "BLA " , 0.584 , "BZQ (FSRQ)" , "RX J0948.8+002"
505 , "PBC J0952.1-0648" , 148.005 , -6.81828 , "244.28" , "34.91" , "(1.7+/-1)x10-11" , "Sy1 " , 0.015 , " -- " , "NGC 3035 "
506 , "PBC J0952.1-6234" , 148.04167 , -62.58247 , "283.86" , "-6.56" , "(10.6+/-6.1)x10-12" , "AGN " , 0.252 , " -- " , "IGR J09523-623"
507 , "PBC J0955.1+6904" , 148.88667 , 69.06586 , "142.09" , "40.9" , "(10+/-6)x10-12" , "LIN " , 0 , " -- " , "M81 "
508 , "PBC J0955.7+6941" , 148.94417 , 69.6945 , "141.4" , "40.55" , "(5.4+/-3.2)x10-12" , "IG " , 0.001 , " -- " , "M 82 "
509 , "PBC J0954.8+3724" , 148.67292 , 37.41969 , "186.01" , "51.62" , "(11.8+/-7.6)x10-12" , "Sy2 " , 0.019 , " -- " , "IC 2515 "
510 , "PBC J0957.6-4208" , 149.40792 , -42.14514 , "271.75" , "9.96" , "(8.3+/-4.6)x10-12" , "X " , 0 , " -- " , "1RXS J095750.4"
511 , "PBC J0959.6+1301" , 149.90167 , 13.02839 , "223.55" , "47.5" , "(7.5+/-4.7)x10-12" , "Sy1 " , 0.035 , " -- " , "NGC 3080 "
512 , "PBC J0959.4-2249" , 149.86458 , -22.82183 , "259" , "25.03" , "(72.6+/-4.5)x10-12" , "Sy2 " , 0.008 , " -- " , "NGC 3081 "
513 , "PBC J0959.6-3113" , 149.90792 , -31.22583 , "264.96" , "18.7" , "(2+/-1.1)x10-11" , "Sy1 " , 0.037 , " -- " , "2MASX J0959426"
514 , "PBC J1002.0+5539" , 150.46917 , 55.67267 , "157.82" , "48.35" , "(24.9+/-6.3)x10-12" , "Sy2 " , 0.004 , " -- " , "4C 55.19 "
515 , "PBC J1001.8+2847" , 150.45792 , 28.78856 , "200.2" , "52.7" , "(5.6+/-3.5)x10-12" , "Sy1 " , 0.185 , " -- " , "3C 234.0 "
516 , "PBC J1002.3+0304" , 150.57583 , 3.07672 , "236.21" , "42.99" , "(7.2+/-4.2)x10-12" , " " , 0 , " -- " , "PBC J1002.3+03"
517 , "PBC J1005.9-2303" , 151.49167 , -23.05011 , "260.41" , "25.85" , "(12.2+/-7.9)x10-12" , "G " , 0.013 , " -- " , "ESO 499-41 "
518 , "PBC J1009.7-4248" , 152.45875 , -42.81372 , "273.98" , "10.79" , "(32.4+/-7.9)x10-12" , "Sy2 " , 0.033 , " -- " , "SWIFT J1009.3-"
519 , "PBC J1009.7-5816" , 152.46625 , -58.26808 , "282.99" , "-1.8" , "(81.6+/-2.6)x10-12" , "HXB " , 0 , " -- " , "GRO J1008-57 "
520 , "PBC J1010.9-5748" , 152.7475 , -57.81272 , "282.85" , "-1.34" , "(22.9+/-4.3)x10-12" , "Sy* " , 0 , " -- " , "IGR J10109-574"
521 , "PBC J1013.4-3559" , 153.35583 , -35.97036 , "270.41" , "16.73" , "(13.9+/-8.3)x10-12" , "Sy2 " , 0.028 , " -- " , "ESO 374- G 044"
522 , "PBC J1017.2-0404" , 154.30083 , -4.07561 , "246.9" , "41.43" , "(10.5+/-6.9)x10-12" , "G " , 0.041 , " -- " , "2dFGRS TGN156Z"
523 , "PBC J1020.5-0235" , 155.12583 , -2.589 , "246.15" , "43.04" , "(11+/-6.6)x10-12" , " " , 0 , " -- " , "PBC J1020.5-02"
524 , "PBC J1022.0+5123" , 155.50417 , 51.38531 , "161.83" , "52.92" , "(3+/-1.7)x10-12" , "BLA " , 0.142 , "BZB (BL Lac)" , "RX J1022.2+512"
525 , "PBC J1021.8-0326" , 155.40625 , -3.47211 , "247.3" , "42.65" , "(17.6+/-9.6)x10-12" , "Sy1 " , 0.041 , " -- " , "RBS 857 "
526 , "PBC J1023.5+1951" , 155.87458 , 19.86244 , "216.99" , "55.44" , "(103.4+/-2.8)x10-12" , "Sy1 " , 0.004 , " -- " , "NGC 3227 "
527 , "PBC J1024.6-2332" , 156.135 , -23.52467 , "264.47" , "28.16" , "(12.1+/-7.2)x10-12" , "Sy2 " , 0.012 , " -- " , "ESO 500-34 "
528 , "PBC J1029.7-3822" , 157.43208 , -38.37011 , "274.62" , "16.58" , "(6.7+/-4.1)x10-12" , " " , 0 , " -- " , "PBC J1029.7-38"
529 , "PBC J1031.4-4200" , 157.87042 , -42.01608 , "276.92" , "13.67" , "(11.2+/-6.5)x10-12" , " " , 0 , " -- " , "PBC J1031.4-42"
530 , "PBC J1031.8-1417" , 157.965 , -14.29453 , "259.33" , "36.49" , "(30.4+/-6.5)x10-12" , "QSO " , 0.086 , " -- " , "RBS 0880 "
531 , "PBC J1031.8-3451" , 157.95708 , -34.85375 , "273" , "19.77" , "(77.2+/-4.4)x10-12" , "Sy2 " , 0.011 , " -- " , "NGC 3281 "
532 , "PBC J1032.6-2837" , 158.15458 , -28.62664 , "269.44" , "25.07" , "(11.4+/-7.2)x10-12" , "EmG " , 0.012 , " -- " , "ESO 436-34 "
533 , "PBC J1034.2+7301" , 158.56542 , 73.02789 , "135.44" , "40.6" , "(7.4+/-5)x10-12" , " " , 0 , " -- " , "PBC J1034.2+73"
534 , "PBC J1033.6+5253" , 158.40833 , 52.88614 , "158.19" , "53.75" , "(5.3+/-3.1)x10-12" , "G " , 0.065 , " -- " , "2MASX J1033157"
535 , "PBC J1037.7-5649" , 159.405 , -56.82183 , "285.36" , "1.41" , "(15.3+/-8.5)x10-12" , "HXB " , 0 , " -- " , "TYC 8609-1385-"
536 , "PBC J1037.9-5316" , 159.485 , -53.28328 , "283.66" , "4.51" , "(5+/-3.6)x10-12" , " " , 0 , " -- " , "PBC J1037.9-53"
537 , "PBC J1038.8-4947" , 159.69792 , -49.77667 , "282.05" , "7.63" , "(2.3+/-1.3)x10-11" , "Sy1 " , 0.06 , " -- " , "SWIFT J1038.8-"
538 , "PBC J1040.4-4624" , 160.13542 , -46.41372 , "280.64" , "10.71" , "(2.3+/-1.3)x10-11" , "Sy2 " , 0.024 , " -- " , "IGR J10404-462"
539 , "PBC J1044.1+8054" , 161.06042 , 80.92678 , "128.73" , "34.72" , "(7.6+/-4.5)x10-12" , "BLA " , 1.254 , "BZQ (FSRQ)" , "S5 1039+81 "
540 , "PBC J1042.2+0043" , 160.56542 , 0.72269 , "247.94" , "49.28" , "(10+/-6.3)x10-12" , " " , 0 , " -- " , "PBC J1042.2+00"
541 , "PBC J1043.8+7025" , 160.90792 , 70.42483 , "136.97" , "43.05" , "(9.4+/-5.6)x10-12" , "Sy2 " , 0.033 , " -- " , "MCG+12-10-067 "
542 , "PBC J1043.4+1105" , 160.84917 , 11.07247 , "234.77" , "55.91" , "(11.4+/-6.7)x10-12" , "QSO " , 0.048 , " -- " , "SDSS J104326.4"
543 , "PBC J1044.8+3813" , 161.20083 , 38.14811 , "182.29" , "61.33" , "(10.2+/-6.7)x10-12" , " " , 0 , " -- " , "PBC J1044.8+38"
544 , "PBC J1044.8-5942" , 161.2025 , -59.70167 , "287.57" , "-0.67" , "(6.4+/-4.6)x10-12" , "V* " , 0 , " -- " , "V* eta Car "
545 , "PBC J1045.7-6027" , 161.43125 , -60.46544 , "288.03" , "-1.29" , "(9+/-5.2)x10-12" , " " , 0 , " -- " , "PBC J1045.7-60"
546 , "PBC J1046.6+2557" , 161.67708 , 25.95519 , "208.17" , "62.15" , "(18.7+/-6.5)x10-12" , "GiG " , 0.02 , " -- " , "UGC 05881 "
547 , "PBC J1048.6-2508" , 162.1125 , -25.13475 , "270.65" , "29.91" , "(2.2+/-1.4)x10-11" , "Sy2 " , 0.013 , " -- " , "NGC 3393 "
548 , "PBC J1048.9-3901" , 162.23458 , -39.01872 , "278.34" , "17.93" , "(6+/-3.7)x10-12" , "X " , 0 , " -- " , "1RXS J104833.9"
549 , "PBC J1049.4+2258" , 162.36125 , 22.97356 , "214.69" , "62.12" , "(2.9+/-1.1)x10-11" , "X " , 0 , " -- " , "PBCX J104912.3"
550 , "PBC J1049.4+2258" , 162.36125 , 22.97356 , "214.69" , "62.12" , "(2.9+/-1.1)x10-11" , "Sy2 " , 0.033 , " -- " , "Mrk 417 "
551 , "PBC J1051.3-1703" , 162.84833 , -17.05964 , "266.1" , "37.08" , "(13.3+/-8.8)x10-12" , "G " , 0.018 , " -- " , "NGC 3431 "
552 , "PBC J1052.6+1037" , 163.14917 , 10.61756 , "237.75" , "57.54" , "(12.3+/-6.7)x10-12" , "Sy1 " , 0.088 , " -- " , "2MASX J1052329"
553 , "PBC J1053.4-3037" , 163.36167 , -30.63094 , "274.87" , "25.73" , "(6.6+/-4.1)x10-12" , " " , 0 , " -- " , "PBC J1053.4-30"
554 , "PBC J1059.9+6505" , 164.95208 , 65.07719 , "140.12" , "48.15" , "(8.2+/-5.1)x10-12" , "Sy2 " , 0.084 , " -- " , "2MASX J1059436"
555 , "PBC J1101.2+7229" , 165.30125 , 72.49767 , "133.76" , "42.23" , "(11.1+/-7.1)x10-12" , "BLA " , 1.46 , " -- " , "4C 72.16 "
556 , "PBC J1101.0+1102" , 165.2125 , 11.06006 , "239.29" , "59.45" , "(10.6+/-7.5)x10-12" , "Sy1 " , 0.036 , " -- " , "Mrk 728 "
557 , "PBC J1103.4+3726" , 165.86625 , 37.44675 , "181.69" , "65.07" , "(0.7+/-1.3)x10-11" , "Sy1 " , 0.074 , " -- " , "2MASX J1103402"
558 , "PBC J1103.6-2329" , 165.89958 , -23.47797 , "273.17" , "33.08" , "(13.3+/-7.6)x10-12" , "BLA " , 0.186 , "BZB (BL Lac)" , "1H 1100-230 "
559 , "PBC J1104.4+3813" , 166.11583 , 38.20889 , "179.83" , "65.03" , "(121.1+/-2)x10-12" , "BLA " , 0.03 , "BZB (BL Lac)" , "Mrk 421 "
560 , "PBC J1105.8+5854" , 166.46708 , 58.91158 , "145.53" , "53.33" , "(6.4+/-4.2)x10-12" , "X " , 0.192 , " -- " , "1RXS J110537.4"
561 , "PBC J1106.4+7234" , 166.64792 , 72.56619 , "133.25" , "42.39" , "(104.5+/-2.9)x10-12" , "Sy1 " , 0.009 , " -- " , "NGC 3516 "
562 , "PBC J1107.2-4827" , 166.80333 , -48.45281 , "285.67" , "10.89" , "(8.4+/-5.5)x10-12" , " " , 0 , " -- " , "PBC J1107.2-48"
563 , "PBC J1113.6+7942" , 168.42 , 79.71647 , "128.19" , "36.39" , "(9.5+/-6)x10-12" , "G " , 0 , " -- " , "MCG +13-08-056"
564 , "PBC J1113.7+0930" , 168.395 , 9.54403 , "245.58" , "60.98" , "(14.6+/-8.6)x10-12" , "Sy1 " , 0.029 , " -- " , "Mrk 732 "
565 , "PBC J1114.0+2024" , 168.50417 , 20.40753 , "224.48" , "66.76" , "(9.1+/-5.8)x10-12" , " " , 0 , " -- " , "PBC J1114.0+20"
566 , "PBC J1115.3+5425" , 168.83208 , 54.43308 , "149.11" , "57.53" , "(7.3+/-4.7)x10-12" , "GiC " , 0 , " -- " , "MCG+09-19-015 "
567 , "PBC J1117.2-2903" , 169.29625 , -29.08917 , "279.28" , "29.41" , "(5.6+/-3.3)x10-12" , "Sy1 " , 0.07 , " -- " , "QSO B1114-2846"
568 , "PBC J1117.9+4803" , 169.54708 , 48.04306 , "157.65" , "62.31" , "(5.8+/-3.7)x10-12" , "LXB " , 0 , " -- " , "XTE J1118+480 "
569 , "PBC J1118.4-5438" , 169.61833 , -54.63586 , "289.66" , "5.82" , "(14.7+/-8.5)x10-12" , "IR " , 0 , " -- " , "2MASS J1118212"
570 , "PBC J1120.9-4316" , 170.2125 , -43.26408 , "285.91" , "16.59" , "(16.1+/-9.2)x10-12" , "Sy1 " , 0.057 , " -- " , "H 1118-429 "
571 , "PBC J1120.9-6154" , 170.24167 , -61.91164 , "292.49" , "-0.89" , "(88.1+/-3.2)x10-12" , "HXB " , 0 , " -- " , "2E 2448 "
572 , "PBC J1121.2-6037" , 170.315 , -60.62097 , "292.09" , "0.33" , "(707.8+/-2.1)x10-12" , "HXB " , 0 , " -- " , "Cen X-3 "
573 , "PBC J1125.4+5424" , 171.36458 , 54.38164 , "147.06" , "58.53" , "(11.8+/-6)x10-12" , "Sy1 " , 0.021 , " -- " , "Mrk 0040 "
574 , "PBC J1124.9-5919" , 171.24375 , -59.31947 , "292.09" , "1.71" , "(6.5+/-4)x10-12" , "SNR " , 0 , " -- " , "SNR G292.0+01."
575 , "PBC J1126.8+3512" , 171.71708 , 35.21611 , "183.57" , "70.23" , "(8.9+/-5.9)x10-12" , "Sy1 " , 0.032 , " -- " , "Mrk 423 "
576 , "PBC J1126.9+1851" , 171.72458 , 18.86083 , "231.52" , "68.89" , "(8.5+/-5)x10-12" , " " , 0 , " -- " , "PBC J1126.9+18"
577 , "PBC J1127.4+1908" , 171.8325 , 19.12133 , "231" , "69.1" , "(15.6+/-5.1)x10-12" , "Sy1 " , 0.1 , " -- " , "RX J1127.2+190"
578 , "PBC J1127.5-2913" , 171.88875 , -29.24264 , "281.76" , "30.15" , "(13.9+/-9.2)x10-12" , "X " , 0 , " -- " , "1RXS J112744.2"
579 , "PBC J1127.5-2913" , 171.88875 , -29.24264 , "281.76" , "30.15" , "(13.9+/-9.2)x10-12" , "Sy2 " , 0.025 , " -- " , "ESO 439-9 "
580 , "PBC J1127.7-5320" , 171.945 , -53.34422 , "290.51" , "7.49" , "(6.6+/-4.3)x10-12" , " " , 0 , " -- " , "PBC J1127.7-53"
581 , "PBC J1130.4+6848" , 172.62375 , 68.80283 , "133.42" , "46.64" , "(4.1+/-2.6)x10-12" , "Sy1 " , 0.043 , " -- " , "2EUVE J1131+68"
582 , "PBC J1130.1-1449" , 172.52833 , -14.81381 , "275.27" , "43.64" , "(3.2+/-1.9)x10-11" , "BLA " , 1.187 , "BZQ (FSRQ)" , "OM -146 "
583 , "PBC J1131.0-6256" , 172.78958 , -62.93783 , "293.94" , "-1.48" , "(29.1+/-3.7)x10-12" , "HXB " , 0 , " -- " , "IGR J11305-625"
584 , "PBC J1132.6+5259" , 173.1675 , 52.99383 , "147.08" , "60.28" , "(8.2+/-4.9)x10-12" , "LIN " , 0.003 , " -- " , "NGC 3718 "
585 , "PBC J1132.9+1017" , 173.20208 , 10.27406 , "251.48" , "64.95" , "(16.8+/-9.3)x10-12" , "Sy1 " , 0.044 , " -- " , "2MASX J1132492"
586 , "PBC J1132.9+1017" , 173.20208 , 10.27406 , "251.48" , "64.95" , "(16.8+/-9.3)x10-12" , "BLA " , 0.54 , " -- " , "BZQJ1132+1023 "
587 , "PBC J1132.9+1017" , 173.20208 , 10.27406 , "251.48" , "64.95" , "(16.8+/-9.3)x10-12" , "Sy1 " , 0.145 , " -- " , "1RXS J113244.0"
588 , "PBC J1137.2+6735" , 174.02 , 67.65742 , "133.48" , "47.89" , "(5.8+/-3.4)x10-12" , "BLA " , 0.135 , "BZB (BL Lac)" , "RBS 1004 "
589 , "PBC J1136.4+2134" , 174.12708 , 21.554 , "226.97" , "72.06" , "(13.6+/-5.9)x10-12" , "Sy1 " , 0.03 , " -- " , "Mrk 739 "
590 , "PBC J1136.9+6120" , 174.23958 , 61.33461 , "137.88" , "53.58" , "(6.8+/-4.5)x10-12" , "Sy2 " , 0.111 , " -- " , "4C 61.23 "
591 , "PBC J1136.8-6005" , 174.20208 , -60.08986 , "293.75" , "1.44" , "(15+/-9)x10-12" , "AG? " , 0.014 , " -- " , "IGR J11366-600"
592 , "PBC J1138.7+2528" , 174.69833 , 25.48072 , "214.61" , "73.65" , "(7.8+/-4.9)x10-12" , " " , 0 , " -- " , "PBC J1138.7+25"
593 , "PBC J1139.0+5911" , 174.77917 , 59.19156 , "139.26" , "55.58" , "(20.6+/-4.6)x10-12" , "Sy1 " , 0.06 , " -- " , "RBS 1011 "
594 , "PBC J1139.0-3744" , 174.75208 , -37.73261 , "287.45" , "22.95" , "(154.3+/-3.8)x10-12" , "Sy1 " , 0.01 , " -- " , "NGC 3783 "
595 , "PBC J1139.6+3157" , 174.89958 , 31.94253 , "191.49" , "73.67" , "(16.4+/-9.9)x10-12" , "Sy1 " , 0.01 , " -- " , "NGC 3786 "
596 , "PBC J1139.5-6523" , 174.89125 , -65.39286 , "295.53" , "-3.56" , "(7.9+/-4.4)x10-12" , "EB* " , 0 , " -- " , "V* GT Mus "
597 , "PBC J1140.8+3611" , 175.21875 , 36.19003 , "177.38" , "72.5" , "(9.1+/-5.7)x10-12" , " " , 0 , " -- " , "PBC J1140.8+36"
598 , "PBC J1141.2+2156" , 175.3 , 21.91444 , "227.2" , "73.21" , "(13.9+/-7.8)x10-12" , "Sy1 " , 0.063 , " -- " , "RBS 1019 "
599 , "PBC J1141.2-6409" , 175.31875 , -64.15875 , "295.37" , "-2.33" , "(6.2+/-3.4)x10-12" , "CV* " , 0 , " -- " , "V* V1033 Cen "
600 , "PBC J1143.6+7141" , 175.88625 , 71.70942 , "130.3" , "44.43" , "(16+/-6.2)x10-12" , "DQ* " , 0 , " -- " , "DO Dra "
601 , "PBC J1144.9+7940" , 176.18667 , 79.67836 , "126.62" , "36.96" , "(24.9+/-3.8)x10-12" , "Sy1 " , 0.015 , " -- " , "MCG+13-09-002 "
602 , "PBC J1144.1-6106" , 176.04875 , -61.11781 , "294.9" , "0.69" , "(41.3+/-4.1)x10-12" , "HXB " , 0 , " -- " , "UCAC2 4813819 "
603 , "PBC J1144.4+3652" , 176.11125 , 36.86389 , "174.25" , "72.82" , "(12+/-7.5)x10-12" , "Sy1 " , 0.04 , " -- " , "RBS 1024 "
604 , "PBC J1145.4+5858" , 176.37208 , 58.98314 , "138.15" , "56.15" , "(10.6+/-5.9)x10-12" , "G " , 0.01 , " -- " , "MCG+10-17-061 "
605 , "PBC J1145.7-1826" , 176.42958 , -18.43753 , "281.86" , "41.72" , "(46.1+/-4.7)x10-12" , "Sy1 " , 0.033 , " -- " , "RBS 1030 "
606 , "PBC J1145.6-6955" , 176.40167 , -69.92175 , "297.29" , "-7.78" , "(12.9+/-7.5)x10-12" , "QSO " , 0 , " -- " , "2MASS J1145536"
607 , "PBC J1145.9+7422" , 176.77208 , 74.34444 , "128.71" , "42.05" , "(8.6+/-5.4)x10-12" , "Sy2 " , 0.056 , " -- " , "2MASX J1146295"
608 , "PBC J1147.5-6157" , 176.86583 , -61.96111 , "295.49" , "-0.02" , "(287.9+/-2.8)x10-12" , "HXB " , 0 , " -- " , "1E 1145.1-6141"
609 , "PBC J1148.8+2938" , 177.20208 , 29.64306 , "198.91" , "76" , "(16.6+/-9.8)x10-12" , "LIN " , 0.023 , " -- " , "MCG+05-28-032 "
610 , "PBC J1149.2-0413" , 177.30458 , -4.27703 , "275" , "55.18" , "(10.2+/-5.6)x10-12" , "Sy1 " , 0.085 , " -- " , "RBS 1037 "
611 , "PBC J1149.3+5318" , 177.34042 , 53.3105 , "142.44" , "61.4" , "(4.8+/-2.8)x10-12" , "QSO " , 0.19 , " -- " , "2MASS J1149368"
612 , "PBC J1149.3+5318" , 177.34042 , 53.3105 , "142.44" , "61.4" , "(4.8+/-2.8)x10-12" , "AGN " , 0.095 , " -- " , "2MASS J1149215"
613 , "PBC J1152.2-1122" , 178.03208 , -11.35986 , "280.49" , "48.9" , "(16+/-8.9)x10-12" , "Sy1 " , 0.049 , " -- " , "RBS 1044 "
614 , "PBC J1152.8-0511" , 178.20167 , -5.19447 , "277.07" , "54.7" , "(6.6+/-4.1)x10-12" , "Sy1 " , 0.019 , " -- " , "MCG-01-30-041 "
615 , "PBC J1153.4+4930" , 178.38 , 49.52792 , "145.5" , "64.98" , "(7.9+/-4.6)x10-12" , "BLA " , 0.334 , "BZQ (FSRQ)" , "RBS 1046 "
616 , "PBC J1156.2+0140" , 179.06667 , 1.677 , "273.16" , "61.31" , "(3.1+/-4.8)x10-12" , " " , 0 , " -- " , "PBC J1156.2+01"
617 , "PBC J1158.1+5527" , 179.49625 , 55.45131 , "138.16" , "60.07" , "(14.2+/-8)x10-12" , "LIN " , 0.004 , " -- " , "NGC 3998 "
618 , "PBC J1158.4+4232" , 179.62125 , 42.54533 , "154.48" , "71.19" , "(8.4+/-5.8)x10-12" , "Sy2 " , 0.032 , " -- " , "IC 751 "
619 , "PBC J1159.8-2004" , 179.95958 , -20.07181 , "286.75" , "41.17" , "(9.1+/-6.4)x10-12" , "QSO " , 0.45 , " -- " , "2MASS J1159410"
620 , "PBC J1201.0+0647" , 180.24708 , 6.83131 , "270.09" , "66.43" , "(1.8+/-1)x10-11" , "Sy2 " , 0.036 , " -- " , "CGCG 041-020 "
621 , "PBC J1201.3-0340" , 180.31375 , -3.66481 , "279.53" , "56.9" , "(11.6+/-6.7)x10-12" , "Sy1 " , 0.02 , " -- " , "Mrk 1310 "
622 , "PBC J1202.8-5349" , 180.7225 , -53.83933 , "295.72" , "8.35" , "(43.5+/-3.8)x10-12" , "Sy2 " , 0.028 , " -- " , "2MASX J1202476"
