_id , pccs1f70_name , RA , Dec , LII , BII , Detection pipeline flux density +/- err (mJy) , Aperture photometry flux density +/- err (mJy) , PSF fit flux density +/- err (mJy) , Gaussian fit flux density +/- err (mJy) , PositionError (arcmin) , Extended , Cirrus flag , External validation , ERCSC source name , Gaussian fit semimajor axis +/- err (arcmin) , Gaussian fit semiminor axis +/- err (arcmin) , Gaussian fit orientation +/- err (degrees) , Gaussian fit effective FWHM (arcmin)
821 , "PCCS1 070 G084.65+00.18 " ,, 312.6825 , 44.43694 , 84.655 , 0.184 , "2295.8+/-351" , "4494+/-1626.7" , "3843.6+/-364.3" , "-" , 1.4 , "Not available" , 0 , 0 , " " , "-" , "-" , "-" , -9.9
822 , "PCCS1 070 G099.11+11.69 " ,, 312.84667 , 62.83472 , 99.115 , 11.689 , "504.8+/-117.7" , "534.4+/-176.6" , "269.1+/-58.3" , "703.1+/-215" , 1.4 , "Yes" , 0 , 0 , " " , "34.5+/-7.5" , "14.2+/-4.9" , "134.3+/-13.6" , 22.1
823 , "PCCS1 070 G063.61-16.54 " ,, 312.87833 , 17.78556 , 63.608 , -16.54 , "579.4+/-128.9" , "267.2+/-260.8" , "172.6+/-75.9" , "318.8+/-94.3" , 1.4 , "No" , 0 , 2 , " " , "20.4+/-0.6" , "8.3+/-2.9" , "149.5+/-13.6" , 13
824 , "PCCS1 070 G097.21+09.92 " ,, 313.3225 , 60.26833 , 97.213 , 9.915 , "513+/-124" , "330.7+/-329.9" , "179.8+/-113.9" , "1016.7+/-246.9" , 1.4 , "Yes" , 0 , 0 , " " , "43.6+/-1.2" , "17.7+/-5.2" , "46.4+/-11" , 27.8
825 , "PCCS1 070 G085.05-00.20 " ,, 313.45042 , 44.4925 , 85.048 , -0.202 , "2256.1+/-338.7" , "4239.2+/-1257.1" , "3843.6+/-364.3" , "-" , 1.4 , "Not available" , 0 , 2 , "PLCKERC070 G085.05-00.20" , "-" , "-" , "-" , -9.9
826 , "PCCS1 070 G085.28-00.01 " ,, 313.4525 , 44.79917 , 85.284 , -0.006 , "1559.4+/-362.2" , "4143.8+/-1866" , "3843.6+/-364.3" , "-" , 1.4 , "Not available" , 0 , 0 , " " , "-" , "-" , "-" , -9.9
827 , "PCCS1 070 G075.54-08.76 " ,, 314.0675 , 31.73417 , 75.539 , -8.764 , "784+/-127" , "899.6+/-268.2" , "803.4+/-93.3" , "-" , 1.4 , "Not available" , 0 , 2 , "PLCKERC070 G075.54-08.77" , "-" , "-" , "-" , -9.9
828 , "PCCS1 070 G352.58-40.40 " ,, 314.09125 , -47.25167 , 352.58301 , -40.397 , "2396.8+/-161.6" , "2369.3+/-279" , "2217.4+/-106.9" , "5618+/-290.9" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G352.57-40.37" , "31.4+/-1.7" , "22.3+/-1.2" , "24.2+/-6.1" , 26.5
829 , "PCCS1 070 G084.73-01.19 " ,, 314.21708 , 43.61306 , 84.733 , -1.191 , "1327.6+/-331.8" , "4422.9+/-1097.6" , "3843.6+/-364.3" , "-" , 1.4 , "Not available" , 0 , 0 , " " , "-" , "-" , "-" , -9.9
830 , "PCCS1 070 G015.87-39.76 " ,, 315.25917 , -29.49806 , 15.868 , -39.761 , "752.2+/-160.5" , "961.7+/-221.3" , "648.6+/-107.1" , "1315.1+/-234.8" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G015.81-39.75" , "37.9+/-0.5" , "15.2+/-3.2" , "45+/-8" , 24
831 , "PCCS1 070 G052.71-26.66 " ,, 315.43458 , 3.69944 , 52.712 , -26.664 , "851.8+/-146.3" , "791.9+/-255.2" , "459.5+/-93.1" , "1474.4+/-242.3" , 1.4 , "Yes" , 0 , 2 , " " , "41+/-1" , "16.7+/-3.3" , "62+/-7.4" , 26.1
832 , "PCCS1 070 G037.72-34.52 " ,, 315.98292 , -11.37222 , 37.721 , -34.52 , "801.1+/-164.5" , "674.1+/-258.2" , "543.1+/-101.1" , "1306.3+/-285.3" , 1.4 , "Yes" , 0 , 2 , " " , "42.5+/-0.6" , "17.1+/-4.5" , "133.7+/-9.8" , 26.9
833 , "PCCS1 070 G314.45-33.03 " ,, 316.275 , -78.42778 , 314.452 , -33.027 , "767.5+/-146.9" , "556.4+/-254.5" , "463.9+/-83.2" , "261.5+/-102" , 1.4 , "No" , 0 , 2 , " " , "10.3+/-4.1" , "9.7+/-3.8" , "160.4+/-78.1" , 10
834 , "PCCS1 070 G090.27+01.70 " ,, 316.37708 , 49.68417 , 90.272 , 1.703 , "1147.7+/-219.7" , "1755.6+/-295.4" , "2509.8+/-147.5" , "-" , 1.4 , "Not available" , 0 , 2 , "PLCKERC070 G090.25+01.68" , "-" , "-" , "-" , -9.9
835 , "PCCS1 070 G084.93-03.49 " ,, 316.74417 , 42.23806 , 84.925 , -3.488 , "4938.1+/-189.3" , "4958.9+/-346.3" , "4959.9+/-141.2" , "5550.1+/-240.7" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G084.93-03.49" , "16.7+/-0.7" , "12.9+/-0.6" , "90.7+/-7" , 14.7
836 , "PCCS1 070 G091.10+01.57 " ,, 317.3975 , 50.20222 , 91.098 , 1.568 , "1665.3+/-191.4" , "2765.8+/-366.7" , "2509.8+/-147.5" , "-" , 1.4 , "Not available" , 0 , 2 , "PLCKERC070 G091.09+01.57" , "-" , "-" , "-" , -9.9
837 , "PCCS1 070 G080.31-08.36 " ,, 317.40792 , 35.56583 , 80.308 , -8.357 , "1071.4+/-130.8" , "939.6+/-220.6" , "723.1+/-87" , "457.4+/-102.8" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G080.29-08.33" , "13.4+/-3" , "10.6+/-2.4" , "59+/-38.5" , 11.9
838 , "PCCS1 070 G050.87-30.41 " ,, 317.72292 , 0.31472 , 50.865 , -30.413 , "567.8+/-141.6" , "554.2+/-202.7" , "317.7+/-82.8" , "241+/-95.8" , 1.4 , "No" , 0 , 0 , " " , "12.7+/-5.1" , "6.8+/-2.7" , "105.2+/-24.3" , 9.3
839 , "PCCS1 070 G093.07+02.82 " ,, 318.08958 , 52.49417 , 93.069 , 2.817 , "5338.6+/-263" , "1.0e+4+/-1253.2" , "9553.9+/-404.7" , "2.9e+4+/-582.1" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G093.06+02.84" , "31.6+/-0.7" , "25.7+/-0.5" , "152.9+/-3.9" , 28.5
840 , "PCCS1 070 G098.22+07.32 " ,, 318.51667 , 59.31139 , 98.218 , 7.316 , "578.6+/-140.5" , "714.4+/-597.6" , "1039.4+/-90.5" , "639.6+/-165.6" , 1.4 , "No" , 0 , 2 , " " , "18.7+/-5" , "11.7+/-3.1" , "24.6+/-21.9" , 14.8
841 , "PCCS1 070 G041.06-36.13 " ,, 318.67083 , -9.6275 , 41.061 , -36.134 , "658.4+/-149.3" , "589.8+/-326.4" , "349.9+/-91.8" , "-" , 1.4 , "Not available" , 0 , 0 , " " , "-" , "-" , "-" , -9.9
842 , "PCCS1 070 G311.60-32.23 " ,, 319.08458 , -80.90611 , 311.60101 , -32.234 , "673.9+/-137.3" , "432.2+/-238.6" , "435.8+/-102.8" , "830.6+/-153.8" , 1.4 , "Yes" , 0 , 2 , " " , "33.3+/-0.5" , "13.4+/-2.9" , "131.1+/-8.4" , 21.1
843 , "PCCS1 070 G099.09+07.49 " ,, 319.44542 , 60.06167 , 99.092 , 7.493 , "785.2+/-151.2" , "1338.5+/-197.9" , "1039.4+/-90.5" , "1991.3+/-196.8" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G099.12+07.55" , "20.8+/-2.1" , "18.7+/-1.9" , "35.9+/-37.4" , 19.7
844 , "PCCS1 070 G058.00-30.14 " ,, 320.94792 , 5.5775 , 58.003 , -30.139 , "957.2+/-155.7" , "789.8+/-223.4" , "649.5+/-86.1" , "544.6+/-111.3" , 1.4 , "No" , 0 , 2 , " " , "12.8+/-2.7" , "10.6+/-2.2" , "56.7+/-45.4" , 11.6
845 , "PCCS1 070 G111.50+17.80 " ,, 321.99958 , 75.92222 , 111.504 , 17.797 , "534.7+/-110.9" , "589.9+/-169.6" , "207.3+/-67.5" , "1552.6+/-238.6" , 1.4 , "Yes" , 0 , 1 , " " , "45.4+/-3.7" , "18.6+/-3.4" , "4.5+/-6.9" , 29.1
846 , "PCCS1 070 G040.53-40.96 " ,, 322.89667 , -12.12639 , 40.528 , -40.96001 , "1209.6+/-142.6" , "1313.9+/-218.3" , "1385.1+/-92.6" , "3473.3+/-224.9" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G040.54-40.96" , "30.3+/-2.1" , "21.3+/-1.5" , "68.5+/-7.4" , 25.4
847 , "PCCS1 070 G097.46+03.18 " ,, 322.97417 , 55.8475 , 97.465 , 3.177 , "719.8+/-159.6" , "1260.4+/-201.2" , "732.2+/-120.6" , "2470.5+/-291.5" , 1.4 , "Yes" , 0 , 1 , " " , "28.5+/-3.6" , "19.9+/-2.5" , "20.4+/-13.4" , 23.8
848 , "PCCS1 070 G098.81+04.21 " ,, 323.49208 , 57.52 , 98.813 , 4.211 , "939.1+/-161.5" , "1774.4+/-474" , "1409.4+/-156.7" , "-" , 1.4 , "Not available" , 0 , 1 , " " , "-" , "-" , "-" , -9.9
849 , "PCCS1 070 G052.37-36.49 " ,, 323.52542 , -1.89361 , 52.372 , -36.492 , "2137.7+/-150.1" , "2286.8+/-215.8" , "1866.3+/-94.8" , "1772.8+/-140.6" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G052.38-36.49" , "14.3+/-1.2" , "12.1+/-1" , "80.5+/-19.6" , 13.1
850 , "PCCS1 070 G095.66+00.26 " ,, 324.07375 , 52.47972 , 95.664 , 0.259 , "1154.1+/-165.3" , "1117.9+/-306.2" , "655.7+/-95.8" , "776.9+/-159.2" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G095.65+00.26" , "12.6+/-2.6" , "11.4+/-2.3" , "131.5+/-80.6" , 12
851 , "PCCS1 070 G055.46-35.60 " ,, 324.17 , 0.67806 , 55.459 , -35.597 , "2783.2+/-150" , "2513+/-208.1" , "2339.8+/-89.6" , "1813.9+/-108.4" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G055.45-35.59" , "13.6+/-0.8" , "10.7+/-0.7" , "109.1+/-10.1" , 12.1
852 , "PCCS1 070 G094.47-01.52 " ,, 324.54958 , 50.35611 , 94.468 , -1.521 , "1337.4+/-166.6" , "2276+/-516.5" , "2035.9+/-169.1" , "9947+/-538.9" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G094.47-01.52" , "43.7+/-2.7" , "31.1+/-1.9" , "8+/-6.4" , 36.9
853 , "PCCS1 070 G068.54-27.56 " ,, 324.77625 , 14.38083 , 68.536 , -27.56 , "1014.7+/-122.4" , "1167.8+/-234.5" , "1186.6+/-106.5" , "7960.8+/-330.5" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G068.56-27.55" , "47+/-2.3" , "36.2+/-1.8" , "134.3+/-6.4" , 41.3
854 , "PCCS1 070 G100.08+04.22 " ,, 325.25917 , 58.37167 , 100.083 , 4.218 , "689.5+/-165.5" , "1517+/-477.4" , "1473.8+/-137.9" , "-" , 1.4 , "Not available" , 0 , 1 , " " , "-" , "-" , "-" , -9.9
855 , "PCCS1 070 G098.01+01.47 " ,, 325.68792 , 54.9375 , 98.006 , 1.471 , "3570.4+/-151.7" , "5669+/-396.5" , "5188+/-142.5" , "1.2e+4+/-222.8" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G098.00+01.46" , "24.4+/-0.5" , "23.4+/-0.5" , "13.8+/-17.4" , 23.9
856 , "PCCS1 070 G105.39+09.86 " ,, 325.76083 , 66.08778 , 105.392 , 9.862 , "671.8+/-121.7" , "984.7+/-177.5" , "865.5+/-72.7" , "4611.4+/-313.6" , 1.4 , "Yes" , 0 , 0 , " " , "45.9+/-3.5" , "29.1+/-2.2" , "10.7+/-5.9" , 36.6
857 , "PCCS1 070 G065.81-32.28 " ,, 326.81125 , 9.4925 , 65.807 , -32.279 , "686.4+/-147.8" , "581.9+/-201.2" , "277.5+/-80.7" , "413.7+/-105.7" , 1.4 , "No" , 0 , 2 , " " , "13.1+/-3.4" , "10.5+/-2.7" , "85.9+/-46" , 11.7
858 , "PCCS1 070 G315.80-36.53 " ,, 326.82125 , -75.60333 , 315.80099 , -36.532 , "2715.8+/-145.2" , "2715.1+/-167.4" , "2544.5+/-92.7" , "3003.6+/-130.7" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G315.80-36.51" , "15.8+/-0.7" , "13.9+/-0.6" , "27.4+/-14" , 14.9
859 , "PCCS1 070 G084.36-15.51 " ,, 326.92375 , 33.26639 , 84.359 , -15.51 , "604.5+/-143.9" , "603.3+/-194.3" , "541.7+/-97.4" , "-" , 1.4 , "Not available" , 0 , 0 , " " , "-" , "-" , "-" , -9.9
860 , "PCCS1 070 G063.67-34.06 " ,, 327.02292 , 6.9775 , 63.672 , -34.061 , "3256.9+/-150" , "3222.4+/-179.5" , "3269.3+/-82.8" , "3666.2+/-143.1" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G063.64-34.07" , "16.5+/-0.7" , "15.6+/-0.6" , "103.2+/-27.3" , 16
861 , "PCCS1 070 G021.39-50.24 " ,, 327.82333 , -27.67278 , 21.39 , -50.242 , "845.5+/-148.3" , "615+/-221.1" , "619.7+/-94" , "658.2+/-136.5" , 1.4 , "No" , 0 , 2 , " " , "17.1+/-3.6" , "11.3+/-2.4" , "155.8+/-19.9" , 13.9
862 , "PCCS1 070 G017.05-50.78 " ,, 327.97333 , -30.48389 , 17.046 , -50.78 , "810.9+/-150" , "723+/-172.2" , "477.9+/-91.3" , "791+/-165.2" , 1.4 , "No" , 0 , 2 , " " , "20.9+/-4.5" , "10.6+/-2.3" , "179.1+/-11.7" , 14.9
863 , "PCCS1 070 G094.39-05.50 " ,, 328.36375 , 47.27167 , 94.394 , -5.497 , "1823+/-153.2" , "2402.5+/-280.7" , "2259.6+/-117.5" , "4558.9+/-216" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G094.38-05.51" , "28.4+/-1.4" , "17.9+/-0.9" , "98.1+/-4.1" , 22.6
864 , "PCCS1 070 G101.02+02.50 " ,, 328.695 , 57.64778 , 101.02 , 2.497 , "659.4+/-145" , "1787.1+/-194" , "937.1+/-124.5" , "4703+/-370.8" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G101.05+02.54" , "30+/-2.5" , "23+/-1.9" , "141.5+/-12.1" , 26.3
865 , "PCCS1 070 G321.31-40.66 " ,, 329.31625 , -69.68611 , 321.30899 , -40.661 , "2046.6+/-149.6" , "1963.8+/-207.1" , "1863.7+/-96.1" , "1779.1+/-143.2" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G321.32-40.62" , "14.6+/-1.2" , "13.1+/-1.1" , "108.8+/-31" , 13.8
866 , "PCCS1 070 G040.64-48.03 " ,, 329.53167 , -15.01833 , 40.644 , -48.02699 , "1465.9+/-153.9" , "1365+/-176.3" , "1373.7+/-87.3" , "1254.5+/-126.3" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G040.65-48.01" , "13.6+/-1.4" , "12.8+/-1.3" , "18.6+/-68.1" , 13.2
867 , "PCCS1 070 G092.58-10.43 " ,, 330.66583 , 42.28111 , 92.583 , -10.432 , "4679.9+/-160.6" , "4721.1+/-330.6" , "4762.9+/-109.5" , "5374.3+/-152" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G092.58-10.43" , "15.8+/-0.5" , "13.9+/-0.4" , "79.9+/-8.8" , 14.8
868 , "PCCS1 070 G085.98-18.78 " ,, 330.82917 , 31.77444 , 85.978 , -18.777 , "2923.4+/-131.3" , "2757.7+/-282.1" , "2371.1+/-119.2" , "2479+/-137.9" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G085.95-18.77" , "14.9+/-0.8" , "12.5+/-0.7" , "67.8+/-13" , 13.6
869 , "PCCS1 070 G075.67-29.65 " ,, 330.87333 , 17.41583 , 75.67 , -29.652 , "1282.6+/-138.4" , "1076.4+/-256.9" , "1140.8+/-87.8" , "1986.4+/-205" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G075.67-29.64" , "24.6+/-2.6" , "16.9+/-1.8" , "153.5+/-11" , 20.4
870 , "PCCS1 070 G036.67-51.15 " ,, 331.52833 , -18.58278 , 36.673 , -51.14799 , "1161.8+/-154" , "1320.9+/-206.4" , "980.1+/-100.8" , "1776.9+/-208.8" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G036.69-51.14" , "20+/-2.4" , "18.4+/-2.2" , "174.3+/-58.7" , 19.2
871 , "PCCS1 070 G339.89-49.91 " ,, 331.91792 , -53.78583 , 339.88901 , -49.914 , "717.1+/-141.5" , "731.9+/-242.1" , "629.7+/-94.9" , "405.3+/-88.1" , 1.4 , "No" , 0 , 2 , " " , "12.1+/-2.6" , "7.5+/-1.6" , "14.2+/-17.6" , 9.5
872 , "PCCS1 070 G068.51-38.82 " ,, 333.20583 , 6.75111 , 68.506 , -38.819 , "625.2+/-135.3" , "427.7+/-229.4" , "430.8+/-89.7" , "-" , 1.4 , "Not available" , 0 , 2 , " " , "-" , "-" , "-" , -9.9
873 , "PCCS1 070 G103.75+02.18 " ,, 333.23958 , 59.01389 , 103.752 , 2.176 , "844.5+/-161" , "986.9+/-421.3" , "1818.6+/-99.9" , "916.4+/-200.4" , 1.4 , "No" , 0 , 0 , " " , "18.8+/-4.2" , "12.5+/-2.8" , "71.2+/-21.5" , 15.3
874 , "PCCS1 070 G104.76+02.78 " ,, 334.20792 , 60.08167 , 104.759 , 2.783 , "663.4+/-153.9" , "1244.5+/-187.4" , "983.4+/-96.3" , "-" , 1.4 , "Not available" , 0 , 0 , " " , "-" , "-" , "-" , -9.9
875 , "PCCS1 070 G059.04-46.63 " ,, 334.70167 , -3.58722 , 59.038 , -46.633 , "1190.1+/-135.6" , "935+/-276.5" , "319.8+/-81.9" , "555.6+/-101.3" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G059.09-46.60" , "11.9+/-2.1" , "9+/-1.6" , "118.7+/-26.5" , 10.3
876 , "PCCS1 070 G106.82+05.31 " ,, 334.865 , 63.32444 , 106.818 , 5.312 , "1598.7+/-156.2" , "3737.8+/-800.1" , "2667.1+/-286.3" , "1.8e+4+/-998.5" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G106.82+05.31" , "52.1+/-3.3" , "33.5+/-2.2" , "15.3+/-4.9" , 41.8
877 , "PCCS1 070 G103.00-00.70 " ,, 335.05375 , 56.20611 , 102.996 , -0.697 , "2228.9+/-169" , "7902.9+/-801.7" , "5776.4+/-324.8" , "2.1e+4+/-377.3" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G102.92-00.67" , "42+/-0.8" , "22.7+/-0.4" , "6.6+/-1.1" , 30.9
878 , "PCCS1 070 G107.31+05.62 " ,, 335.40875 , 63.85528 , 107.313 , 5.624 , "744.4+/-177.8" , "1079.9+/-634" , "2667.1+/-286.3" , "-" , 1.4 , "Not available" , 0 , 0 , " " , "-" , "-" , "-" , -9.9
879 , "PCCS1 070 G104.58+01.28 " ,, 335.53 , 58.72667 , 104.579 , 1.281 , "1206.9+/-147.4" , "2261.4+/-239.3" , "1818.6+/-99.9" , "2515.6+/-170.8" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G104.56+01.25" , "18.6+/-1.3" , "17.3+/-1.2" , "154.9+/-38.8" , 17.9
880 , "PCCS1 070 G083.20-30.09 " ,, 336.44083 , 21.32278 , 83.202 , -30.089 , "1313.1+/-159.5" , "1226.7+/-235.5" , "1264+/-92.5" , "2182.1+/-197.4" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G083.16-30.06" , "23.3+/-2.2" , "15.3+/-1.4" , "66.2+/-8.6" , 18.9
881 , "PCCS1 070 G058.96-48.85 " ,, 336.45 , -4.95139 , 58.961 , -48.84599 , "4122.8+/-147.1" , "3610.5+/-337.5" , "3387.4+/-120.4" , "3168.9+/-117.5" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G058.97-48.82" , "15.3+/-0.6" , "11.7+/-0.4" , "107.1+/-5.7" , 13.4
882 , "PCCS1 070 G065.81-45.32 " ,, 336.66083 , 0.885 , 65.808 , -45.32201 , "622.7+/-148.6" , "411.6+/-213.5" , "312.5+/-79.4" , "321.9+/-181.2" , 1.4 , "Yes" , 0 , 2 , " " , "35.4+/-2.6" , "14.5+/-9.7" , "45.4+/-25.9" , 22.7
883 , "PCCS1 070 G036.17-57.12 " ,, 337.41375 , -20.83556 , 36.166 , -57.121 , "885.5+/-155.9" , "791.4+/-219.8" , "899.5+/-92.7" , "1145.9+/-158.1" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G036.15-57.12" , "22.6+/-3.2" , "12.4+/-1.8" , "159.6+/-8.9" , 16.8
884 , "PCCS1 070 G055.21-51.70 " ,, 337.41542 , -8.55417 , 55.213 , -51.70399 , "2298.1+/-147.5" , "2272.1+/-216.2" , "2216.3+/-87.5" , "2204.7+/-130.2" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G055.24-51.71" , "14.7+/-0.9" , "13.5+/-0.8" , "117.2+/-29" , 14.1
885 , "PCCS1 070 G000.53-58.35 " ,, 337.71292 , -39.67417 , 0.53 , -58.34599 , "620.2+/-136.8" , "965+/-240.7" , "831+/-97.6" , "2603.7+/-250.7" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G000.54-58.32" , "32.5+/-3.3" , "23.2+/-2.4" , "175.1+/-11.6" , 27.5
886 , "PCCS1 070 G077.42-38.60 " ,, 338.14708 , 11.70917 , 77.416 , -38.59599 , "2827+/-147.2" , "2892.7+/-250.4" , "2687.6+/-111.1" , "2673.2+/-150.2" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G077.43-38.58" , "15.4+/-0.9" , "12.3+/-0.7" , "81.5+/-10.2" , 13.8
887 , "PCCS1 070 G344.48-56.05 " ,, 338.79417 , -48.61056 , 344.47601 , -56.05299 , "1029.3+/-131.5" , "1106.5+/-219.8" , "1016.3+/-83.5" , "1235.6+/-162" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G344.49-56.03" , "16.6+/-2.2" , "15.9+/-2.1" , "14.1+/-123.9" , 16.2
888 , "PCCS1 070 G105.79-00.05 " ,, 338.83417 , 58.22056 , 105.793 , -0.048 , "664.5+/-159.4" , "854.3+/-485" , "1119.9+/-106" , "1755.4+/-267.9" , 1.4 , "Yes" , 0 , 0 , " " , "39.4+/-5.2" , "16.2+/-2.7" , "73.8+/-6.6" , 25.3
889 , "PCCS1 070 G090.08-25.66 " ,, 339.07042 , 28.45583 , 90.082 , -25.66 , "1770.9+/-152.7" , "1545.9+/-293.8" , "1677.7+/-101.4" , "-" , 1.4 , "Not available" , 0 , 2 , "PLCKERC070 G090.11-25.64" , "-" , "-" , "-" , -9.9
890 , "PCCS1 070 G047.84-56.20 " ,, 339.11333 , -14.56833 , 47.836 , -56.19501 , "927.3+/-137.1" , "685.7+/-236.3" , "634.6+/-86.7" , "459.9+/-101.4" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G047.84-56.18" , "12.4+/-2.8" , "9.2+/-2" , "126.8+/-29.6" , 10.7
891 , "PCCS1 070 G068.54-47.37 " ,, 339.44167 , 0.885 , 68.536 , -47.368 , "616.6+/-141.9" , "387.5+/-282.6" , "410.4+/-101.5" , "615.2+/-201.5" , 1.4 , "Yes" , 0 , 0 , " " , "32.3+/-2" , "13.2+/-5.1" , "44.9+/-15" , 20.7
892 , "PCCS1 070 G025.91-60.55 " ,, 339.72375 , -26.78 , 25.908 , -60.549 , "622.3+/-136.5" , "321.6+/-257.4" , "345.1+/-90.8" , "-" , 1.4 , "Not available" , 0 , 0 , " " , "-" , "-" , "-" , -9.9
893 , "PCCS1 070 G331.76-52.06 " ,, 339.84875 , -57.03306 , 331.76001 , -52.062 , "969.1+/-132.6" , "1272.2+/-189" , "1316+/-83" , "-" , 1.4 , "Not available" , 0 , 2 , "PLCKERC070 G331.77-52.04" , "-" , "-" , "-" , -9.9
894 , "PCCS1 070 G078.11-41.45 " ,, 340.42833 , 9.86111 , 78.107 , -41.452 , "716.2+/-150.5" , "729.7+/-221.3" , "583.4+/-99.6" , "937.1+/-155.1" , 1.4 , "No" , 0 , 2 , " " , "18.3+/-3.1" , "14.6+/-2.5" , "101.2+/-29.4" , 16.4
895 , "PCCS1 070 G053.87-57.06 " ,, 341.56208 , -12.10667 , 53.866 , -57.056 , "1691.6+/-147.6" , "1381.8+/-162.9" , "1133.1+/-94.7" , "709.4+/-91.9" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G053.85-57.06" , "10.7+/-1.4" , "9.6+/-1.3" , "121.1+/-48.3" , 10.1
896 , "PCCS1 070 G004.44-62.03 " ,, 341.78083 , -37.00056 , 4.444 , -62.02699 , "841.9+/-147.8" , "681.1+/-300.9" , "638.1+/-79.6" , "628.3+/-153.3" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G004.53-62.00" , "15.5+/-3.9" , "11.4+/-2.9" , "18+/-32.7" , 13.3
897 , "PCCS1 070 G107.16-00.95 " ,, 341.93167 , 58.08083 , 107.162 , -0.952 , "4076.7+/-164.3" , "7789.1+/-317.4" , "6318.8+/-195.9" , "1.1e+4+/-220.4" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G107.16-00.95" , "21.1+/-0.4" , "20+/-0.4" , "155.4+/-14.9" , 20.6
898 , "PCCS1 070 G013.71-62.88 " ,, 342.1125 , -32.64278 , 13.713 , -62.877 , "642.4+/-122.3" , "380.3+/-205.4" , "178.1+/-86" , "202.4+/-78.1" , 1.4 , "No" , 0 , 2 , " " , "12.9+/-5" , "6.1+/-2.4" , "144.3+/-19.4" , 8.9
899 , "PCCS1 070 G086.41-37.50 " ,, 343.29708 , 16.85222 , 86.41 , -37.495 , "812.8+/-171.2" , "489.2+/-261" , "2.7e+4+/-390.3" , "-" , 1.4 , "Not available" , 0 , 1 , " " , "-" , "-" , "-" , -9.9
900 , "PCCS1 070 G109.76+02.57 " ,, 343.44333 , 62.39111 , 109.762 , 2.567 , "1104.1+/-254.1" , "2577.7+/-762.4" , "5179.7+/-265.7" , "-" , 1.4 , "Not available" , 0 , 0 , " " , "-" , "-" , "-" , -9.9
901 , "PCCS1 070 G086.09-38.18 " ,, 343.47417 , 16.14722 , 86.094 , -38.17599 , "2.9e+4+/-170.3" , "2.8e+4+/-356.5" , "2.7e+4+/-390.3" , "2.8e+4+/-141.7" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G086.12-38.18" , "14.9+/-0.1" , "12.3+/-0.1" , "84+/-1.5" , 13.5
902 , "PCCS1 070 G084.41-40.27 " ,, 343.58167 , 13.68056 , 84.412 , -40.27299 , "1255.9+/-149.2" , "1069.8+/-195.7" , "1002.2+/-95.2" , "637.9+/-150.5" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G084.46-40.25" , "13.1+/-3.2" , "10.3+/-2.5" , "9.6+/-41" , 11.6
903 , "PCCS1 070 G109.88+02.11 " ,, 344.10083 , 62.0325 , 109.883 , 2.111 , "1350.6+/-239.4" , "2064+/-979.8" , "5179.7+/-265.7" , "-" , 1.4 , "Not available" , 0 , 2 , "PLCKERC070 G109.91+02.10" , "-" , "-" , "-" , -9.9
